,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,RO111,-0.03625195986313872,-0.04780737026139118,-0.028569117683915676,-0.014232153076719456,117,0.726,0.415,0.604,0.182,1
1,RO112,-0.028720852196789413,-0.040819129046766024,-0.02205571928741071,-0.009798640786466948,113,0.628,1.0,0.41,0.257,2
2,RO113,-0.030948870205615236,-0.04182851715801992,-0.025582696694088407,-0.011072099137266003,119,0.63,1.0,0.243,0.153,1
3,RO114,-0.02606133804966049,-0.03545823937537389,-0.020823172660598438,-0.012233015877159463,115,0.626,1.0,0.599,0.375,2
4,RO115,-0.03479144847081789,-0.045001808704701905,-0.026178882443026633,-0.01597750689796033,113,0.735,0.44,0.636,0.206,2
5,RO116,-0.03288708289744326,-0.04457840925055849,-0.025763833575470525,-0.011841245975270205,119,0.647,1.0,1.0,0.647,4
6,RO121,-0.03336146192077736,-0.043737586201078746,-0.026480403359360916,-0.012133537453256165,113,0.664,0.473,0.609,0.191,1
7,RO122,-0.0447332988569849,-0.06275730414987715,-0.03223058910517958,-0.015188498526787185,105,0.743,1.0,0.127,0.094,1
8,RO123,-0.04510817009897432,-0.06535297601852301,-0.034731872781400976,-0.015125284894712585,109,0.734,1.0,0.855,0.628,4
9,RO124,-0.03637680345822361,-0.04979036916984042,-0.02731144602088531,-0.013312191866963231,110,0.7,1.0,0.186,0.13,1
10,RO125,-0.034082422767898364,-0.05075569471757714,-0.025880632688686296,-0.013610158569019455,112,0.688,0.812,0.561,0.313,2
11,RO126,-0.038065755337635024,-0.05414041317701791,-0.029885042705190743,-0.01484568395995665,108,0.722,0.433,0.267,0.083,1
12,RO211,-0.048861679255159204,-0.06937146568558397,-0.037500033827023584,-0.01577546290781585,111,0.739,0.612,0.187,0.085,1
13,RO212,-0.03894185873874877,-0.05039245613115348,-0.02785078320591955,-0.013598840679237296,110,0.7,0.716,0.633,0.317,2
14,RO213,-0.04482852374993513,-0.05814267094031579,-0.030114450447995374,-0.015430418512332369,112,0.741,1.0,0.939,0.696,4
15,RO214,-0.03913897532620401,-0.0543816548553324,-0.02988797668242158,-0.01346249092173132,110,0.691,1.0,0.32,0.221,2
16,RO215,-0.0358915811014503,-0.049845045978717195,-0.02489364864146295,-0.012897140999265356,112,0.661,1.0,0.425,0.281,2
17,RO216,-0.05033180431678518,-0.07605635568625815,-0.0375562425070895,-0.015470014013694206,112,0.723,0.58,0.48,0.201,2
18,RO221,-0.0744894537726508,-0.108946460148239,-0.05847246294932068,-0.03058688104701076,97,0.887,0.878,0.171,0.133,1
19,RO222,-0.05052396701146367,-0.06597054325535912,-0.036502191347235376,-0.021439082923709083,115,0.826,1.0,0.381,0.315,2
20,RO223,-0.06249469975601249,-0.08044412492287809,-0.042208184755324014,-0.02079028687866732,102,0.824,0.52,0.329,0.141,1
21,RO224,-0.06529204492919957,-0.09693218920426941,-0.047757493713395736,-0.022195070647597598,104,0.827,0.803,0.439,0.292,2
22,RO225,-0.06518737971240082,-0.07667077324577366,-0.0434540346279602,-0.025279725682375232,102,0.843,1.0,0.974,0.821,5
23,RO226,-0.050689672555135575,-0.06942320013103248,-0.0347921809920686,-0.02047067664343241,116,0.784,1.0,0.437,0.343,2
24,RO311,-0.0430214071510749,-0.053465282685894275,-0.032362873921834755,-0.015693092476374012,113,0.735,0.446,0.3,0.098,1
25,RO312,-0.06010516536784283,-0.07640186884765611,-0.041514138289765,-0.019791706409389855,107,0.841,0.464,0.049,0.019,1
26,RO313,-0.050590110899769045,-0.06282777824040418,-0.03362952212622853,-0.017168370553038673,111,0.766,0.38,0.51,0.148,1
27,RO314,-0.05023843089329308,-0.06203031174701597,-0.038690218925118466,-0.017909473349286324,116,0.776,0.197,0.43,0.066,1
28,RO315,-0.06075450463152614,-0.0789972732475664,-0.04497788036138794,-0.021086573869925088,107,0.813,0.236,0.239,0.046,1
29,RO316,-0.049949655585721744,-0.06648833069685561,-0.03932798259446128,-0.017090002216446843,116,0.75,1.0,0.268,0.201,2
30,RO317,-0.05666212285288565,-0.07967046176262035,-0.03930008468655577,-0.023990806454166708,106,0.84,0.884,0.213,0.158,1
31,RO321,-0.05913315557776735,-0.07987669602706407,-0.04500035206756825,-0.020272546155101146,111,0.793,1.0,0.548,0.435,3
32,RO322,-0.05189835680725476,-0.06902352740196781,-0.03973863210226751,-0.01990261505541953,116,0.784,0.958,0.274,0.206,2
33,RO411,-0.056568037613217936,-0.08073871026949628,-0.04119323361964749,-0.02463784759169701,106,0.821,0.048,0.24,0.009,1
34,RO412,-0.04484634357319055,-0.05826842835618329,-0.029913747627159464,-0.015836470343068808,109,0.734,0.149,0.544,0.059,1
35,RO413,-0.05017053320504463,-0.07251334286226975,-0.03448344639729224,-0.01564567342118612,105,0.743,1.0,0.01,0.007,1
36,RO414,-0.05577741332721592,-0.07847944449205797,-0.0420732739820793,-0.020622368864419385,108,0.824,1.0,0.37,0.305,2
37,RO415,-0.0424743162884262,-0.054367216203855435,-0.03244838967878072,-0.019624130708319244,109,0.817,0.464,0.596,0.226,2
38,RO421,-0.040178204878006225,-0.05508101164450554,-0.027246864968793603,-0.012907663016265754,111,0.676,0.403,0.262,0.071,1
39,RO422,-0.03410190625071572,-0.048253493457434044,-0.0236971038277465,-0.010370340170552437,112,0.634,0.741,0.411,0.193,1
40,RO423,-0.0326332006709263,-0.04530523692441573,-0.027940592607071456,-0.00932508809211041,116,0.603,0.536,0.522,0.169,1
41,RO424,-0.03960083137518818,-0.054092229165958496,-0.026098324868303286,-0.011205748462555268,109,0.661,0.683,0.314,0.142,1
