Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
BG: Pleven,BG314,-0.04274326953487228,-0.06017673657417201,-0.0334378343821758,-0.01210190082629825,115,0.704,1.0,0.514,0.362,2
BG: Varna,BG331,-0.0394274337154662,-0.050422932740887494,-0.031052144261447995,-0.016657597741105278,115,0.739,0.866,0.882,0.564,3
BG: Targovishte,BG334,-0.04116793983379673,-0.06300411942915862,-0.02850585477146799,-0.014870896845455376,110,0.7,0.662,0.53,0.246,2
BG: Vidin,BG311,-0.04263447905578103,-0.0590047156367266,-0.0322516369209511,-0.01299019179454493,107,0.701,0.586,0.31,0.127,1
BG: Montana,BG312,-0.04113623466936001,-0.05283937832409842,-0.026205873479575863,-0.012461146706038262,109,0.67,0.668,0.182,0.081,1
BG: Vratsa,BG313,-0.039545338109405914,-0.054986092737054126,-0.02611783767635606,-0.0106466526039992,116,0.612,0.819,0.381,0.191,1
BG: Dobrich,BG332,-0.045083233644983595,-0.06307844665519026,-0.02606337584178136,-0.011873796990258593,111,0.676,1.0,0.464,0.314,2
BG: Shumen,BG333,-0.04552702779479453,-0.06546281264892281,-0.03068746051568396,-0.015543083303118117,109,0.716,0.801,0.427,0.245,2
BG: Sofia,BG412,-0.04678556313706892,-0.06428093959211363,-0.02796360981777944,-0.015724785565174506,111,0.739,0.488,0.841,0.303,2
BG: Burgas,BG341,-0.04723558863141077,-0.0643484715076986,-0.030883841699991442,-0.01710947927242032,112,0.75,0.595,0.128,0.057,1
BG: Silistra,BG325,-0.05099588773396352,-0.07573045801694442,-0.03395511085030892,-0.018994077274820755,113,0.814,0.742,0.585,0.353,2
BG: Stara Zagora,BG344,-0.04854498878666834,-0.06257006127880513,-0.03320972833090949,-0.02031820300585977,116,0.828,0.844,0.7,0.489,3
BG: Sofia (stolitsa),BG411,-0.04718069015362213,-0.06447695832486841,-0.03347111307379359,-0.017527946663646547,118,0.763,1.0,1.0,0.763,4
BG: Ruse,BG323,-0.048327777410568526,-0.07149582429418055,-0.02793271638677467,-0.013094855395670239,116,0.655,1.0,0.77,0.504,3
BG: Kardzhali,BG425,-0.049518178954512784,-0.06208828262723881,-0.03566047756885549,-0.021397164993398228,111,0.793,0.672,0.369,0.197,1
BG: Sliven,BG342,-0.04875925089067718,-0.07066560206192185,-0.03052299967145528,-0.013852248141071933,112,0.696,0.677,0.495,0.233,2
BG: Yambol,BG343,-0.049496050520444465,-0.0681013023741082,-0.03357238776106537,-0.01874887077089711,114,0.772,1.0,0.01,0.008,1
BG: Haskovo,BG422,-0.0463651576573909,-0.06905991036265366,-0.03279091916490959,-0.014046422053704943,110,0.718,0.919,0.493,0.325,2
BG: Razgrad,BG324,-0.03506057234886248,-0.053076018826533,-0.02732086498593141,-0.012361832749547167,113,0.637,0.724,0.585,0.27,2
BG: Pazardzhik,BG423,-0.03518276916912909,-0.054451028086411626,-0.028036784607518298,-0.013048923268385705,117,0.667,1.0,0.593,0.396,2
BG: Smolyan,BG424,-0.0362512956400742,-0.04924170262664543,-0.02662215269985633,-0.012308637227851386,117,0.65,0.873,0.203,0.115,1
BG: Gabrovo,BG322,-0.0363910589793369,-0.0510968093406215,-0.026482391678744655,-0.014341074482565438,115,0.696,0.165,0.679,0.078,1
BG: Lovech,BG315,-0.033416357255276335,-0.046369251961181746,-0.02588397471925422,-0.014235690619475187,115,0.696,0.328,0.572,0.131,1
BG: Veliko Tarnovo,BG321,-0.04294072318784742,-0.06699961320843989,-0.02933487031198018,-0.01203393929941514,111,0.658,0.697,0.614,0.282,2
BG: Kyustendil,BG415,-0.04851729532944804,-0.06794474418946812,-0.03224621281207119,-0.016256711975335132,109,0.725,0.77,0.48,0.268,2
BG: Blagoevgrad,BG413,-0.039295402252321525,-0.05562067528361141,-0.031623528667150694,-0.01339079236610596,112,0.688,0.781,0.01,0.005,1
BG: Pernik,BG414,-0.038341447293133935,-0.0489061978319658,-0.02851192187366255,-0.015781437120120083,113,0.708,0.88,0.791,0.493,3
BG: Plovdiv,BG421,-0.044589876813124346,-0.05651797504892255,-0.03300751039900897,-0.016338398135737953,115,0.73,1.0,0.86,0.628,4
