Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
HR: Krapinsko-zagorska županija,HR064,-0.04167253058266015,-0.06215082878189594,-0.03421454511243338,-0.014218585713169446,109,0.743,1.0,1.0,0.743,4
HR: Brodsko-posavska županija,HR024,-0.03919159471554576,-0.05436580665464667,-0.03012224930006011,-0.014512576099961734,116,0.741,1.0,0.234,0.173,1
HR: Virovitičko-podravska županija,HR022,-0.04540654096388856,-0.06087823000296361,-0.03511198003362713,-0.015910341175309206,110,0.809,0.945,0.01,0.008,1
HR: Požeško-slavonska županija,HR023,-0.04189244080828282,-0.05462405262282491,-0.029439108439535427,-0.015154638834160572,118,0.771,0.691,0.166,0.088,1
HR: Dubrovačko-neretvanska županija,HR037,-0.038562755899621604,-0.05140398816249121,-0.025541870886918932,-0.013866234262124341,115,0.739,0.55,0.581,0.236,2
HR: Zadarska županija,HR033,-0.040017142379979706,-0.04766214032971919,-0.02689040545102319,-0.01251223421141174,119,0.706,0.704,0.651,0.324,2
HR: Zagrebačka županija,HR065,-0.03532620990174051,-0.04542158282846215,-0.02402914958707338,-0.0114081661210852,106,0.67,1.0,0.724,0.485,3
HR: Varaždinska županija,HR062,-0.04241678200743729,-0.053808559319961494,-0.029733815782332765,-0.013224867029635238,108,0.694,1.0,0.912,0.633,4
HR: Istarska županija,HR036,-0.03722751572563023,-0.048047609125323194,-0.02463407002190609,-0.010206667884258303,115,0.652,0.883,0.582,0.335,2
HR: Karlovačka županija,HR027,-0.03597151689715316,-0.05204457538415232,-0.02342308834692107,-0.011117413739695133,113,0.69,0.581,0.456,0.183,1
HR: Sisačko-moslavačka županija,HR028,-0.036903147308473015,-0.0516126661382208,-0.025494243541946335,-0.010987587025709162,113,0.681,0.634,0.497,0.215,2
HR: Osječko-baranjska županija,HR025,-0.038490744644862226,-0.056482421050248824,-0.025844662240792245,-0.011694086939765074,106,0.726,1.0,0.235,0.171,1
HR: Primorsko-goranska županija,HR031,-0.03627273194938724,-0.05295089912882167,-0.02519021059011361,-0.014794629162040142,115,0.757,0.636,0.309,0.149,1
HR: Vukovarsko-srijemska županija,HR026,-0.04142767546484578,-0.055726163691897077,-0.030986094416851708,-0.014149245042021938,118,0.729,1.0,0.289,0.211,2
HR: Splitsko-dalmatinska županija,HR035,-0.03809037389706104,-0.0496233438710999,-0.02810485987332636,-0.01343741212235805,114,0.737,0.796,0.742,0.435,3
HR: Šibensko-kninska županija,HR034,-0.037705445449745155,-0.05414682517565711,-0.029097738560101824,-0.012252365925565807,113,0.735,0.848,0.723,0.451,3
HR: Koprivničko-križevačka županija,HR063,-0.03347273841981808,-0.04671669588914057,-0.021997136470117536,-0.011825838156957622,109,0.697,1.0,0.631,0.44,3
HR: Međimurska županija,HR061,-0.03330033046148745,-0.04590627420663286,-0.024341936194679118,-0.012287185340185771,113,0.69,1.0,0.762,0.526,3
HR: Bjelovarsko-bilogorska županija,HR021,-0.040715179309038285,-0.057626204385324016,-0.03094366553701166,-0.014965113488198588,112,0.75,1.0,0.256,0.192,1
HR: Ličko-senjska županija,HR032,-0.03620629641919287,-0.05470328273566338,-0.026292230905755914,-0.01449935141691061,109,0.743,0.725,0.584,0.315,2
HR: Grad Zagreb,HR050,-0.03792331954290345,-0.05362430759213715,-0.029749418667500957,-0.011280065289039581,112,0.696,0.93,0.796,0.515,3
