,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,ITC11,-0.04029890099974622,-0.05150286822451739,-0.034121782448689894,-0.014012538649015142,121,0.736,0.839,0.978,0.604,4
1,ITC12,-0.03773403144600446,-0.05142077782629734,-0.027111428288852088,-0.01397863827269568,119,0.714,0.413,0.01,0.003,1
2,ITC13,-0.03773403144600446,-0.05142077782629734,-0.027111428288852088,-0.01397863827269568,119,0.714,0.452,0.9,0.29,2
3,ITC14,-0.03178458751128385,-0.04500189428515985,-0.024375598174932532,-0.011652274553167035,121,0.702,0.603,0.963,0.408,3
4,ITC15,-0.04092598666498879,-0.05595025590713526,-0.03324460880066374,-0.016183462845528705,122,0.779,0.814,0.87,0.552,3
5,ITC16,-0.040319607342469976,-0.0550033567489814,-0.03626380318168844,-0.01434819676406824,115,0.739,0.493,0.763,0.278,2
6,ITC17,-0.039765698402758655,-0.05522132592078267,-0.037676982990250456,-0.01874828000602632,120,0.792,1.0,0.58,0.459,3
7,ITC18,-0.040877519402452336,-0.05536630034306051,-0.02845877774633785,-0.014863369405334557,113,0.743,0.496,0.829,0.306,2
8,ITC20,-0.032805734590315466,-0.04235112345061866,-0.02404209954278667,-0.01401058031922497,117,0.709,0.435,0.905,0.279,2
9,ITC31,-0.04511698113231008,-0.06059368811120114,-0.03135999958354217,-0.014740686476375973,119,0.739,0.666,0.779,0.383,2
10,ITC32,-0.0449082517031999,-0.059510049370069054,-0.03346045531343746,-0.014828724253127128,118,0.746,0.795,0.774,0.459,3
11,ITC33,-0.04201568395811622,-0.05829298616904208,-0.02892859448892686,-0.011031468083266091,118,0.636,0.078,0.893,0.044,1
12,ITC34,-0.046975676505969226,-0.07012602784092517,-0.031201924916746452,-0.013682056029238965,109,0.734,0.71,0.93,0.485,3
13,ITC41,-0.039048394098192475,-0.050738688057608644,-0.031261972102273175,-0.017720712490173467,123,0.813,1.0,0.99,0.805,5
14,ITC42,-0.036940065224699455,-0.05249201004026127,-0.027555609182353422,-0.016759691238943265,124,0.79,0.539,0.73,0.311,2
15,ITC43,-0.03668120169399699,-0.054614878953452795,-0.029001797280201025,-0.013995565782021829,122,0.721,0.648,0.714,0.334,2
16,ITC44,-0.03309856983205875,-0.046956643421918964,-0.025956795688263087,-0.013758746150021553,118,0.695,0.511,0.839,0.298,2
17,ITC46,-0.04343729490291305,-0.05953497398565634,-0.034050059509958555,-0.01696676457652655,110,0.782,0.67,0.878,0.46,3
18,ITC47,-0.03891249882476725,-0.05162787497369027,-0.029761475643060437,-0.01584800079246418,114,0.763,1.0,0.701,0.535,3
19,ITC48,-0.04777607191664999,-0.06470441566708632,-0.042190922554174594,-0.017646009801089137,114,0.789,0.485,0.733,0.28,2
20,ITC49,-0.04503475176420307,-0.06000207157900542,-0.034518809372041825,-0.017789687350019748,118,0.788,0.264,0.762,0.159,1
21,ITC4A,-0.04986780568098643,-0.07000942336554694,-0.04246773022135387,-0.019136301085136902,111,0.775,0.837,0.462,0.3,2
22,ITC4B,-0.0530411820144517,-0.06980097681559932,-0.03998770793190673,-0.01841101895489642,109,0.807,0.656,0.744,0.394,2
23,ITC4C,-0.04265003248204494,-0.05856219552991517,-0.03485778337874126,-0.017941247663723806,121,0.81,0.698,0.377,0.213,2
24,ITC4D,-0.04222431374984258,-0.0577001813310728,-0.03341846408569882,-0.015462513269096631,121,0.769,0.84,0.53,0.342,2
25,ITF11,-0.04582029362648879,-0.06819432314360602,-0.028824495448860933,-0.013875563864161942,110,0.727,0.63,0.851,0.39,2
26,ITF12,-0.04539435095897081,-0.06805492576574491,-0.03379897486216017,-0.014705325679904901,112,0.741,1.0,1.0,0.741,4
27,ITF13,-0.04479935238398917,-0.06746347434502242,-0.030912864063509217,-0.01326295812394359,114,0.719,0.765,0.839,0.461,3
28,ITF14,-0.05217960656462924,-0.06971186410671817,-0.03512151043538106,-0.018216887053699213,110,0.791,0.095,0.712,0.054,1
29,ITF21,-0.04672135251257519,-0.07116762198076547,-0.030791146795274817,-0.012592103912848988,108,0.713,0.476,0.864,0.293,2
30,ITF22,-0.0444543682432457,-0.06550221878643578,-0.03244388501221894,-0.015922328940545915,112,0.759,0.44,0.939,0.314,2
31,ITF31,-0.042606102228189606,-0.06543319592727005,-0.025708937643631455,-0.014221567380483916,114,0.728,0.517,0.939,0.353,2
32,ITF32,-0.0398148013521111,-0.05852900150571326,-0.027559741038395914,-0.012708389505481643,118,0.72,0.478,0.619,0.213,2
33,ITF33,-0.042767391296363595,-0.06101199293934677,-0.027674483210571282,-0.014431467956384779,113,0.735,0.758,0.687,0.383,2
34,ITF34,-0.04093236766165591,-0.0590313654328018,-0.028404393493904112,-0.014965520632280627,117,0.735,0.393,0.928,0.268,2
35,ITF35,-0.03882566707064357,-0.05449469802669923,-0.027938548144663164,-0.013349873530209846,121,0.686,0.122,0.588,0.049,1
36,ITF43,-0.043167379696490024,-0.05951829944001039,-0.03791438149140845,-0.01826844377799165,121,0.793,0.281,0.97,0.216,2
37,ITF44,-0.04457356348278928,-0.059128735935076004,-0.03763784016678984,-0.019584033328835317,118,0.797,1.0,0.952,0.759,4
38,ITF45,-0.048249169389154536,-0.06228856897160584,-0.03828883402513728,-0.019114803075794436,115,0.835,0.515,0.626,0.269,2
39,ITF46,-0.044593018643099336,-0.06404904845033232,-0.033061261116085434,-0.017541462921728364,111,0.793,1.0,0.565,0.448,3
40,ITF47,-0.04234961073808599,-0.055205169946438724,-0.032927891481617,-0.016662020249582132,122,0.77,0.757,0.944,0.55,3
41,ITF48,-0.042850958825252035,-0.056765294625706696,-0.03220123507699692,-0.016399595225639982,124,0.782,0.286,0.901,0.202,2
42,ITF51,-0.03992065138884166,-0.054126976586406896,-0.0275167169564914,-0.015795940217090194,121,0.76,1.0,0.538,0.409,3
43,ITF52,-0.0445360385212584,-0.059239393578881916,-0.03808184523825853,-0.016085565485228926,117,0.761,1.0,0.917,0.698,4
44,ITF61,-0.03910922441207583,-0.05034078628483101,-0.029211367752892625,-0.016030072312463835,126,0.754,0.916,0.859,0.593,3
45,ITF62,-0.039384703020852306,-0.0524360632862641,-0.025462060247752133,-0.01250625617754645,125,0.648,0.51,0.932,0.308,2
46,ITF63,-0.03756653644362577,-0.05400968467436265,-0.026019286676653063,-0.010387485993044503,126,0.651,0.625,0.627,0.255,2
47,ITF64,-0.03693571932416195,-0.0493676341621362,-0.026678910207117656,-0.011233193066161664,125,0.672,0.815,0.963,0.527,3
48,ITF65,-0.04043813422233528,-0.05920012483436056,-0.026590429774851605,-0.013434138333236978,118,0.712,0.829,0.429,0.253,2
49,ITG11,-0.045412619511906206,-0.06329362308060321,-0.0330035462291388,-0.016762350835348584,113,0.761,0.842,0.91,0.583,3
50,ITG12,-0.04565564006312762,-0.06036171913887936,-0.03545345473137866,-0.014139862315433021,116,0.741,0.308,0.871,0.199,1
51,ITG13,-0.042605605061562614,-0.058874968354221124,-0.027522348895082684,-0.013909426747954175,120,0.717,0.608,0.867,0.378,2
52,ITG14,-0.045556796306658404,-0.060671203032552135,-0.028682397871062214,-0.014502134279158798,116,0.741,0.485,0.984,0.354,2
53,ITG15,-0.04891874628513458,-0.0678310351069116,-0.030369310724951328,-0.017188149390422947,113,0.788,0.543,0.988,0.423,3
54,ITG16,-0.049790079119324024,-0.06946120495546224,-0.03218116136924992,-0.018499003320983618,115,0.791,0.034,0.39,0.01,1
55,ITG17,-0.05171563488919247,-0.07277870411925423,-0.034587108033786416,-0.015289608517416935,110,0.755,0.643,0.738,0.358,2
