Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
"EL: Ithaki, Kefallinia",EL623,-0.062064051322885665,-0.08435352724520936,-0.043269042220150475,-0.01976188021525583,114,0.833,0.414,0.01,0.003,1
EL: Lefkada,EL624,-0.062064051322885665,-0.08435352724520936,-0.043269042220150475,-0.01976188021525583,114,0.833,0.284,0.02,0.005,1
EL: Imathia,EL521,-0.062064051322885665,-0.08435352724520936,-0.043269042220150475,-0.01976188021525583,114,0.833,0.721,0.603,0.362,2
"EL: Magnisia, Sporades",EL613,-0.062064051322885665,-0.08435352724520936,-0.043269042220150475,-0.01976188021525583,114,0.833,0.592,0.558,0.275,2
EL: Irakleio,EL431,-0.05313703192598026,-0.07878588290526294,-0.03710691283542045,-0.014661191929750192,118,0.729,0.638,0.626,0.291,2
EL: Thesprotia,EL542,-0.06094255148290025,-0.07936594625750008,-0.04233016871123768,-0.020232401146935145,108,0.796,0.338,0.13,0.035,1
EL: Ioannina,EL543,-0.056286992946998064,-0.07623218773197821,-0.03669849463345739,-0.017457455136073295,107,0.757,0.195,0.379,0.056,1
"EL: Peiraias, Nisoi",EL307,-0.052427131776172094,-0.08038258369508332,-0.04554208697679986,-0.017575654244012175,107,0.776,0.503,0.958,0.374,2
EL: Chania,EL434,-0.04692815848770855,-0.06121325793102157,-0.03405463322050159,-0.010473316170156639,110,0.673,0.635,0.37,0.158,1
EL: Evros,EL511,-0.05239619979868063,-0.07957288856758093,-0.039985516005203954,-0.014378474816430056,105,0.733,0.893,0.442,0.289,2
EL: Xanthi,EL512,-0.056485009165766924,-0.07782467826793239,-0.04009430772491907,-0.0188072770818589,108,0.806,0.76,0.407,0.249,2
EL: Kerkyra,EL622,-0.05740931621215755,-0.07591374431384598,-0.0380910322601418,-0.016607086680096042,103,0.777,0.287,0.651,0.145,1
EL: Kilkis,EL523,-0.05472000776775939,-0.0719556059892602,-0.034240589922042375,-0.01852851711893813,111,0.775,1.0,0.77,0.597,3
EL: Pella,EL524,-0.0626565459312143,-0.07686878544756752,-0.042909446538105696,-0.021564199201638344,113,0.823,0.657,0.538,0.291,2
EL: Pieria,EL525,-0.06658017751220968,-0.08760563285464477,-0.042096002700520455,-0.019005744142115193,102,0.814,0.839,0.494,0.337,2
EL: Serres,EL526,-0.07217661487093964,-0.10464095501892605,-0.05590740031896653,-0.021892582513216415,99,0.828,0.965,0.342,0.273,2
EL: Lasithi,EL432,-0.0639959001252098,-0.0872668386713282,-0.04789752963096261,-0.028176514815638383,101,0.861,0.635,0.439,0.24,2
EL: Korinthia,EL652,-0.05268630669808229,-0.07415814274866095,-0.03746164098021961,-0.018311811528169193,116,0.784,0.285,0.431,0.096,1
EL: Rethymni,EL433,-0.05913386032634956,-0.0863926257435835,-0.04476267428231903,-0.01954188225029977,108,0.824,0.635,0.264,0.138,1
"EL: Argolida, Arkadia",EL651,-0.050484933828322365,-0.06823344716507118,-0.039720102919671874,-0.018505081990479642,121,0.785,0.296,0.333,0.077,1
