Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
HR: Krapinsko-zagorska županija,HR064,-0.03254697512875868,-0.04501613189414891,-0.02342090965544282,-0.012427644363492814,120,0.725,1.0,1.0,0.725,4
HR: Brodsko-posavska županija,HR024,-0.03178156766418724,-0.046766091528771994,-0.02201587050156347,-0.011995538672744971,115,0.73,0.635,0.252,0.117,1
HR: Virovitičko-podravska županija,HR022,-0.032108392995569425,-0.04465119235655734,-0.0218557202757391,-0.0120843163013107,115,0.704,0.857,0.01,0.006,1
HR: Požeško-slavonska županija,HR023,-0.03240677686748451,-0.04361066643290343,-0.02625940037155429,-0.011952566368098754,109,0.734,0.547,0.076,0.031,1
HR: Dubrovačko-neretvanska županija,HR037,-0.033000057582569804,-0.04739459420254717,-0.02259527416905211,-0.01117653931072888,110,0.7,0.476,0.722,0.241,2
HR: Zadarska županija,HR033,-0.033966440698521394,-0.04823011607129114,-0.022858084515716262,-0.010124039877513395,117,0.709,0.611,0.727,0.315,2
HR: Zagrebačka županija,HR065,-0.02876385200488005,-0.0393091291586075,-0.02213493679002217,-0.01102359273658802,125,0.688,0.709,0.742,0.362,2
HR: Varaždinska županija,HR062,-0.02956873987781025,-0.03902796179930456,-0.02022557163616441,-0.011574789227887029,121,0.678,0.87,0.983,0.58,3
HR: Istarska županija,HR036,-0.03174662906540434,-0.04163814713408482,-0.02421228385680842,-0.012197336865597708,118,0.729,0.922,0.892,0.6,3
HR: Karlovačka županija,HR027,-0.029691839492042404,-0.03959446850928029,-0.02288363302936388,-0.012513505908659791,119,0.731,0.439,0.454,0.146,1
HR: Sisačko-moslavačka županija,HR028,-0.03263644951324457,-0.04146814046708246,-0.02478745897704319,-0.013598755069101654,117,0.752,0.493,0.391,0.145,1
HR: Osječko-baranjska županija,HR025,-0.03571329473464773,-0.048852107614044384,-0.026909377041608982,-0.014701694220285276,111,0.775,1.0,0.504,0.391,2
HR: Primorsko-goranska županija,HR031,-0.0368474923953346,-0.04965927603689309,-0.028112524190076302,-0.012315146517832254,120,0.725,0.532,0.429,0.165,1
HR: Vukovarsko-srijemska županija,HR026,-0.03669036475206416,-0.04722963417705258,-0.028323422677547193,-0.01656771563677944,114,0.825,0.939,0.506,0.392,2
HR: Splitsko-dalmatinska županija,HR035,-0.04409336538953718,-0.058477915260735674,-0.03229875298567561,-0.017136290570811372,111,0.793,0.631,0.85,0.425,3
HR: Šibensko-kninska županija,HR034,-0.03000168917133994,-0.037628550353347195,-0.020866929394513203,-0.009607847701810737,129,0.674,0.721,0.739,0.359,2
HR: Koprivničko-križevačka županija,HR063,-0.031806215034401515,-0.04206652338315253,-0.019939999426654864,-0.010725670203113082,124,0.661,0.847,0.763,0.427,3
HR: Međimurska županija,HR061,-0.03169674786364365,-0.04328994787569421,-0.01913367438305559,-0.011631498405823735,119,0.697,1.0,0.887,0.618,4
HR: Bjelovarsko-bilogorska županija,HR021,-0.03218103747698761,-0.04238913037943252,-0.01974870307618925,-0.012636151979936826,126,0.738,0.764,0.294,0.166,1
HR: Ličko-senjska županija,HR032,-0.029945310212225643,-0.03599517908994743,-0.020271674979783928,-0.009503388045581164,125,0.656,0.617,0.538,0.218,2
HR: Grad Zagreb,HR050,-0.03272162010782014,-0.045051700200577985,-0.02394154561558907,-0.013598320021927977,123,0.772,0.893,0.827,0.57,3
