Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
CH: Schaffhausen,CH052,-0.024741503475223366,-0.03499428691537723,-0.01964080402969539,-0.008578731727716109,120,0.7,1.0,0.884,0.619,4
CH: Appenzell Ausserrhoden,CH053,-0.023477224224541248,-0.0365601644207691,-0.018807160549429124,-0.0064907654366281875,115,0.652,0.681,0.784,0.348,2
CH: Appenzell Innerrhoden,CH054,-0.02656263622215872,-0.03730919950629156,-0.02080867767163292,-0.009053431346603729,114,0.711,0.7,0.785,0.391,2
CH: Glarus,CH051,-0.02182471973891662,-0.03113193184179159,-0.018644653100326872,-0.007605929256460942,119,0.672,0.162,0.822,0.089,1
CH: Graubünden,CH056,-0.024234253283954066,-0.03565406870818323,-0.019116815651212905,-0.008231307362167668,118,0.678,0.486,0.34,0.112,1
CH: St. Gallen,CH055,-0.02551547736945742,-0.03426734062416876,-0.021590270971572068,-0.01127474349710636,120,0.758,0.511,0.827,0.32,2
CH: Obwalden,CH064,-0.02782352196968808,-0.03927576963269754,-0.0231346681453085,-0.01047886390132311,116,0.741,0.042,0.021,0.001,1
CH: Nidwalden,CH065,-0.028676084702655855,-0.03906899779167114,-0.02477619919718232,-0.011478532432714066,117,0.778,0.156,0.805,0.098,1
CH: Zug,CH066,-0.023543520117513997,-0.031966580597292904,-0.02042944533341953,-0.010991349173258128,120,0.758,0.551,0.952,0.398,2
CH: Solothurn,CH023,-0.02551547736945742,-0.03426734062416876,-0.021590270971572068,-0.01127474349710636,120,0.758,0.661,0.824,0.413,3
CH: Valais,CH012,-0.023498075062432174,-0.03239309679252416,-0.019509646871190153,-0.011071819065675424,122,0.77,0.868,0.582,0.389,2
CH: Genève,CH013,-0.02346251334849831,-0.031164197606944687,-0.01901427269671912,-0.01140653409255857,122,0.77,0.878,0.98,0.663,4
CH: Neuchâtel,CH024,-0.019482228742312795,-0.027994018563065305,-0.015938281926408275,-0.0073979233917333565,123,0.618,0.615,0.769,0.292,2
CH: Basel-Landschaft,CH032,-0.025372281559809376,-0.03251059435029897,-0.02065149907249412,-0.01213267147163866,122,0.77,0.731,0.868,0.489,3
CH: Schwyz,CH063,-0.019907730256067676,-0.02469415625094047,-0.016468737179329326,-0.008127955877867753,124,0.661,0.21,0.934,0.13,1
CH: Thurgau,CH057,-0.019907730256067676,-0.02469415625094047,-0.016468737179329326,-0.008127955877867753,124,0.661,0.833,0.859,0.473,3
CH: Luzern,CH061,-0.01887286992215946,-0.02624236935845912,-0.014900535834083822,-0.007807160000238724,123,0.634,0.405,0.906,0.233,2
CH: Uri,CH062,-0.022356914404019147,-0.02992402180640982,-0.01744782465850689,-0.009786622826184364,116,0.733,0.159,0.01,0.001,1
CH: Aargau,CH033,-0.020835496782781966,-0.0278103452638599,-0.016575562242889093,-0.00961080455552231,126,0.73,0.913,0.932,0.621,4
CH: Vaud,CH011,-0.021906751488733053,-0.03127041130444143,-0.01776573240369179,-0.0090951437747538,122,0.705,0.707,0.818,0.408,3
CH: Jura,CH025,-0.021255292896780152,-0.02978671229110697,-0.017852605198794357,-0.007391387876495648,116,0.647,1.0,0.752,0.487,3
CH: Basel-Stadt,CH031,-0.02215559416578538,-0.032942839646399324,-0.018012043290141038,-0.009172349116440819,115,0.687,1.0,1.0,0.687,4
CH: Bern,CH021,-0.02207880787069911,-0.033104706619534637,-0.0183915834609757,-0.009009783727294007,123,0.699,0.316,0.744,0.164,1
CH: Zürich,CH040,-0.021708724783862095,-0.031067992176479563,-0.015886320289260576,-0.008889062170199281,119,0.681,0.79,0.944,0.508,3
CH: Ticino,CH070,-0.021825538896029176,-0.030748013500190526,-0.01828330119874276,-0.009743034970661594,121,0.736,0.541,0.874,0.348,2
CH: Freiburg,CH022,-0.025520139785728407,-0.032743212968146196,-0.020342781518442404,-0.009862011151199501,113,0.743,0.627,0.798,0.372,2
