Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
FI: Åland,FI200,-0.06773126955098101,-0.09361923092331592,-0.050910078299228605,-0.02609055481956115,123,0.764,0.757,0.01,0.006,1
FI: Kanta-Häme,FI1C2,-0.06400726763059161,-0.08460222696649324,-0.05023151758434221,-0.023637293379185145,121,0.744,1.0,0.109,0.081,1
FI: Päijät-Häme,FI1C3,-0.057295710120988136,-0.08048923107983363,-0.04921417104592516,-0.0224202220727849,118,0.72,0.72,0.102,0.053,1
FI: Satakunta,FI196,-0.05575020762051584,-0.07804719980039078,-0.042755903215458045,-0.021903221938866454,121,0.744,1.0,0.668,0.497,3
FI: Keski-Suomi,FI193,-0.056939987223975086,-0.07903775171021776,-0.05008365870002561,-0.020511616751988135,115,0.722,0.374,0.677,0.183,1
FI: Pirkanmaa,FI197,-0.06334982040066688,-0.08966206552048125,-0.04977067021888154,-0.02469427096222756,124,0.75,0.906,0.668,0.454,3
FI: Pohjanmaa,FI195,-0.05308368449296847,-0.070254463730071,-0.03534937313442214,-0.01996729300739594,124,0.669,0.947,0.681,0.431,3
FI: Helsinki-Uusimaa,FI1B1,-0.06029006499856774,-0.08514826779415971,-0.049543229741723836,-0.02719160330659723,117,0.761,1.0,0.107,0.081,1
FI: Kymenlaakso,FI1C4,-0.05200848816697621,-0.07386132302103868,-0.03854127126572532,-0.01861209742214203,123,0.691,0.739,0.098,0.05,1
FI: Etelä-Pohjanmaa,FI194,-0.06512569789244377,-0.08316271497751263,-0.04798447372962031,-0.026570739081233082,118,0.754,1.0,0.672,0.507,3
FI: Varsinais-Suomi,FI1C1,-0.057292918829739886,-0.07609884566899243,-0.04461923265729409,-0.025379884714750632,120,0.767,1.0,0.116,0.089,1
FI: Lappi,FI1D7,-0.06296081692300676,-0.0889029641986398,-0.0541505453612216,-0.02422050558193249,121,0.744,0.063,0.633,0.03,1
FI: Etelä-Savo,FI1D1,-0.06165412194179083,-0.08787680117602584,-0.055772546936331865,-0.027455593360401043,118,0.771,0.083,0.959,0.061,1
FI: Pohjois-Karjala,FI1D3,-0.07038349412479523,-0.09596811253350987,-0.05925390461285891,-0.025645036419899153,115,0.757,0.053,1.0,0.04,1
FI: Kainuu,FI1D8,-0.06561048371094352,-0.09675011778182364,-0.046568959708606535,-0.02729983429513084,115,0.783,0.084,0.979,0.064,1
FI: Pohjois-Savo,FI1D2,-0.06849771189264056,-0.0914804761618076,-0.05278515265700983,-0.026767754897156812,115,0.765,0.202,0.976,0.151,1
FI: Keski-Pohjanmaa,FI1D5,-0.07172522275688367,-0.09676019399531621,-0.050487054891253914,-0.02605418081118366,113,0.752,0.47,0.716,0.253,2
FI: Pohjois-Pohjanmaa,FI1D9,-0.06525198253176825,-0.08791966874657658,-0.052724758588725586,-0.02988127659737464,116,0.836,0.151,0.727,0.092,1
FI: Etelä-Karjala,FI1C5,-0.0658847573571448,-0.09475794474423191,-0.04995855371072799,-0.028291055450610277,118,0.797,0.369,0.202,0.059,1
