Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
FR: Yvelines,FR103,-0.036719047147498234,-0.05060221000411377,-0.025398423802186577,-0.010643960303537644,112,0.705,0.723,0.998,0.509,3
FR: Essonne,FR104,-0.03318304356502678,-0.0469697448064189,-0.023912074468837856,-0.010125643908719839,114,0.667,0.805,0.997,0.535,3
FR: Paris,FR101,-0.04053546887396034,-0.057878647386708795,-0.02832997840634155,-0.010745159573865116,108,0.704,1.0,1.0,0.704,4
FR: Indre-et-Loire,FRB04,-0.03556972770107583,-0.04971733224260651,-0.02297523191017041,-0.01104906365868372,111,0.703,0.888,0.836,0.522,3
FR: Hauts-de-Seine,FR105,-0.036719047147498234,-0.05060221000411377,-0.025398423802186577,-0.010643960303537644,112,0.705,0.863,1.0,0.608,4
FR: Seine-et-Marne,FR102,-0.036719047147498234,-0.05060221000411377,-0.025398423802186577,-0.010643960303537644,112,0.705,0.714,0.972,0.489,3
FR: Loiret,FRB06,-0.036719047147498234,-0.05060221000411377,-0.025398423802186577,-0.010643960303537644,112,0.705,0.748,0.813,0.429,3
FR: Nièvre,FRC12,-0.035086321031841686,-0.04727888475717462,-0.021990748125479152,-0.009805661727509303,116,0.69,0.478,0.495,0.163,1
FR: Côte-d’Or,FRC11,-0.033493775940144875,-0.04900970126393066,-0.021065890879008682,-0.010265133673502735,114,0.667,0.628,0.783,0.328,2
FR: Loir-et-Cher,FRB05,-0.03237432049810581,-0.046867075291781385,-0.02252734041282433,-0.009151350414803187,118,0.644,0.579,0.781,0.291,2
FR: Alpes-Maritimes,FRL03,-0.031743302185572704,-0.046290411941849144,-0.021053752630592275,-0.00759517377969533,119,0.639,0.444,0.962,0.273,2
FR: Haute-Vienne,FRI23,-0.03231758851888001,-0.041723954499864095,-0.0237041671693425,-0.012044144461088086,113,0.717,0.582,0.694,0.29,2
FR: Var,FRL05,-0.03145887210210561,-0.04445970264351558,-0.02226984002104166,-0.010453406383202813,121,0.678,0.429,0.951,0.277,2
FR: Vosges,FRF34,-0.03311023555231037,-0.04528426761245134,-0.023174723375119475,-0.012817781872985481,113,0.743,0.273,0.784,0.159,1
FR: Côtes-d’Armor,FRH01,-0.03277557284640995,-0.04378517493004477,-0.021819496784260973,-0.009338126643147766,110,0.645,1.0,0.789,0.509,3
FR: Dordogne,FRI11,-0.03277930882931049,-0.0423165291100679,-0.02142640406189331,-0.010705890452176202,111,0.703,0.694,0.53,0.259,2
FR: Drôme,FRK23,-0.030758497217051928,-0.03904586212082514,-0.017646004592645457,-0.009070288353228604,113,0.628,0.477,0.864,0.259,2
FR: Charente,FRI31,-0.03588712131972648,-0.05030300119466709,-0.02218420068901096,-0.010715514781310467,107,0.692,0.743,0.644,0.331,2
FR: Loire-Atlantique,FRG01,-0.028881031743775213,-0.03865460057330593,-0.02133710978987464,-0.009801934542502028,111,0.658,1.0,0.951,0.626,4
FR: Isère,FRK24,-0.03078819337652127,-0.03928946889634059,-0.020322168300918052,-0.008517169921297129,109,0.624,0.422,0.956,0.252,2
