Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
LV: Pierīga,LV007,-0.06158580320383176,-0.07831163350899475,-0.04768717105325096,-0.022555780644494514,125,0.744,0.379,0.594,0.167,1
LV: Zemgale,LV009,-0.05553119292878533,-0.06789958343050298,-0.04382681628646566,-0.01821831000140169,125,0.688,1.0,0.871,0.599,3
LV: Rīga,LV006,-0.05629859759315745,-0.08004754784756637,-0.04476668302867573,-0.020358260137848035,124,0.718,1.0,0.01,0.007,1
LV: Latgale,LV005,-0.06200405743302548,-0.07809276151925881,-0.04549208488906095,-0.023336711172272595,122,0.738,0.322,1.0,0.238,2
LV: Vidzeme,LV008,-0.06215289604888894,-0.07454624807646529,-0.04413370530747771,-0.02462140013101041,119,0.765,0.11,0.837,0.07,1
LV: Kurzeme,LV003,-0.05523903372986601,-0.0713597693400785,-0.04080932718394739,-0.023254538691961306,122,0.746,0.417,0.778,0.242,2
