,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,ITC11,-0.041569706532122316,-0.052177543202798944,-0.031556341573646784,-0.01665842559063477,121,0.76,0.98,0.626,0.466,3
1,ITC12,-0.04705495275751297,-0.06466236511509804,-0.031771946326126344,-0.015516402707660068,110,0.736,0.518,0.01,0.004,1
2,ITC13,-0.04705495275751297,-0.06466236511509804,-0.031771946326126344,-0.015516402707660068,110,0.736,0.458,0.615,0.207,2
3,ITC14,-0.04304972391723943,-0.050052453726146244,-0.032054276811716874,-0.01686538812438056,107,0.748,1.0,0.609,0.456,3
4,ITC15,-0.04966334324859456,-0.06764067574083168,-0.0376097129007378,-0.018355987479437647,111,0.775,1.0,0.467,0.362,2
5,ITC16,-0.0453489539607959,-0.06444933361323468,-0.03352023227479731,-0.018607593562140035,115,0.8,0.541,0.446,0.193,1
6,ITC17,-0.05199526201368324,-0.07137136016729984,-0.03831208333542722,-0.019656374742475877,115,0.774,1.0,0.255,0.197,1
7,ITC18,-0.05335730060581189,-0.07394250303414802,-0.03992244769426216,-0.016849618930323395,108,0.759,0.558,0.626,0.265,2
8,ITC20,-0.032283805933565314,-0.04213205696760597,-0.024537417417504346,-0.011968836160045472,120,0.642,1.0,0.629,0.404,3
9,ITC31,-0.0563993584404577,-0.08222132736862942,-0.03949696327265241,-0.01754401243992163,107,0.757,0.622,0.495,0.233,2
10,ITC32,-0.05367190000052878,-0.0748284770773104,-0.036599564010912335,-0.01641078567319347,109,0.752,1.0,0.517,0.389,2
11,ITC33,-0.05304385493605623,-0.07584314552722489,-0.04179558876963291,-0.01715539635648165,109,0.752,0.086,0.69,0.045,1
12,ITC34,-0.05209515564299596,-0.07146397215899682,-0.0388807916933857,-0.015522091089108889,101,0.733,0.632,0.739,0.342,2
13,ITC41,-0.050637282673814676,-0.06511078354691895,-0.03616333366409545,-0.01896200613998303,107,0.804,1.0,0.889,0.715,4
14,ITC42,-0.049342369219199794,-0.06692240193854555,-0.03463743878934697,-0.020180137775488997,110,0.836,0.557,0.414,0.193,1
15,ITC43,-0.05001538929504542,-0.07214127689565707,-0.036006329920626585,-0.02034938391030651,108,0.796,0.995,0.433,0.343,2
16,ITC44,-0.036379471954797356,-0.05143229876349018,-0.03105246425176609,-0.015412137083033158,124,0.718,0.839,0.613,0.369,2
17,ITC46,-0.047177602446016854,-0.06579478749133319,-0.03717538091756824,-0.016518639278894288,117,0.752,1.0,0.705,0.53,3
18,ITC47,-0.040033153294530985,-0.05314618195203293,-0.032802903117963224,-0.017219718206115824,116,0.767,1.0,0.476,0.365,2
19,ITC48,-0.0643829616485192,-0.09009553912028906,-0.04938499753243521,-0.020125605150793063,102,0.814,0.766,0.28,0.175,1
20,ITC49,-0.05343101411333824,-0.06894236589398588,-0.04526440221932655,-0.01945852411322004,110,0.809,0.502,0.527,0.214,2
