Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
AT: Mühlviertel,AT313,-0.040719492138312316,-0.04832343001218395,-0.025590958943363735,-0.012579522386490486,109,0.78,0.364,0.88,0.25,2
AT: Lungau,AT321,-0.042088185617159914,-0.056494676183419995,-0.026652123564181413,-0.01620266495097761,111,0.811,0.225,0.167,0.03,1
AT: Oststeiermark,AT224,-0.03754477497883076,-0.04381606503280045,-0.02426465449085642,-0.011126580205053202,117,0.744,0.682,0.824,0.418,3
AT: West- und Südsteiermark,AT225,-0.030649123655156953,-0.042606308871586104,-0.020035894400334382,-0.010289011330267918,115,0.722,0.423,0.84,0.257,2
AT: Pinzgau-Pongau,AT322,-0.03452638510159456,-0.044769404406893296,-0.023027146469071474,-0.010639392433295109,112,0.732,0.132,0.472,0.046,1
AT: Salzburg und Umgebung,AT323,-0.030328822378088253,-0.042856376354296954,-0.022300830078778082,-0.010853739115566991,117,0.726,0.199,0.877,0.127,1
AT: Steyr-Kirchdorf,AT314,-0.02984132373092178,-0.03520124824414206,-0.020973713932124768,-0.012089680780262246,114,0.772,0.261,0.83,0.167,1
AT: Traunviertel,AT315,-0.03854688607759995,-0.05106418434125547,-0.027375628491970602,-0.015896156259239427,113,0.841,0.232,0.821,0.16,1
AT: Außerfern,AT331,-0.04221465162409658,-0.05414509438224657,-0.027016446162365555,-0.014302400941136254,109,0.807,0.564,0.461,0.21,2
AT: Innsbruck,AT332,-0.03984895322921048,-0.04840224795135838,-0.02838734620461591,-0.01562927005555501,114,0.807,0.274,0.783,0.173,1
AT: Osttirol,AT333,-0.03489229277696828,-0.0458585136970997,-0.022899822220652073,-0.012781740643746133,119,0.773,0.332,0.01,0.003,1
AT: Tiroler Oberland,AT334,-0.034812713302540786,-0.04871163495814148,-0.02659889331561647,-0.010861470434129512,111,0.73,0.247,0.393,0.071,1
AT: Östliche Obersteiermark,AT223,-0.0299443097929312,-0.03734373902254046,-0.022397534860083453,-0.009431736675620543,112,0.696,0.234,0.82,0.134,1
AT: Sankt Pölten,AT123,-0.030543989901774236,-0.03946818205104652,-0.01886128738341757,-0.01101518399272099,120,0.742,0.733,0.861,0.468,3
AT: Westliche Obersteiermark,AT226,-0.034772728253558816,-0.0416528732785595,-0.022701835382802907,-0.01115959365659415,112,0.732,0.273,0.514,0.103,1
AT: Innviertel,AT311,-0.02614016161273538,-0.032706078750460756,-0.019554576839629505,-0.01064248934977539,119,0.723,0.818,0.848,0.502,3
AT: Mostviertel-Eisenwurzen,AT121,-0.031119847417628185,-0.04137473281716523,-0.023181604400619758,-0.010115977109767098,112,0.696,0.588,0.747,0.306,2
AT: Niederösterreich-Süd,AT122,-0.03645189810776762,-0.046019456508240825,-0.024902360875717976,-0.010879273683331869,113,0.726,0.174,0.818,0.103,1
AT: Waldviertel,AT124,-0.03087643206630379,-0.039937599458964586,-0.021090141260818002,-0.010659601855094701,116,0.724,0.78,0.667,0.377,2
AT: Linz-Wels,AT312,-0.029186642601774053,-0.03440564171892943,-0.021587062132878466,-0.010326608416981522,112,0.723,1.0,0.973,0.703,4
AT: Tiroler Unterland,AT335,-0.025842572545813458,-0.032018227698071146,-0.01978361718750927,-0.011094342085445762,119,0.748,0.207,0.683,0.106,1
AT: Bludenz-Bregenzer Wald,AT341,-0.0288860610516922,-0.037486381046784714,-0.023231713350586394,-0.010860025383242097,114,0.711,0.516,0.775,0.284,2
AT: Rheintal-Bodenseegebiet,AT342,-0.030378175084858256,-0.039580491180095705,-0.021728636614416298,-0.012653847366383423,116,0.767,0.5,0.85,0.326,2
AT: Mittelburgenland,AT111,-0.028980531297788437,-0.03751028289405593,-0.021986162197836542,-0.011441681857616355,114,0.737,0.821,0.793,0.48,3
AT: Nordburgenland,AT112,-0.025626965214047878,-0.03271748094276146,-0.017883028310646767,-0.008753560628581056,111,0.694,0.936,0.85,0.552,3
AT: Südburgenland,AT113,-0.026619182041797758,-0.030724748407721107,-0.017532627133937276,-0.008224220606158357,115,0.67,0.927,0.662,0.411,3
AT: Wiener Umland/Südteil,AT127,-0.025505401732790728,-0.029245415400792795,-0.016290333217196,-0.008336149937089634,114,0.667,0.996,0.978,0.65,4
AT: Unterkärnten,AT213,-0.024987465336898645,-0.030227547048216605,-0.016819051997627555,-0.009267259440813552,111,0.685,0.243,0.754,0.126,1
AT: Graz,AT221,-0.023471482692122087,-0.030673593125732788,-0.016588677475977583,-0.007343884481532892,119,0.639,0.372,0.937,0.223,2
AT: Liezen,AT222,-0.024806153627234935,-0.03406973629100242,-0.01926621275245767,-0.00961799840319389,113,0.69,0.094,0.35,0.023,1
AT: Wien,AT130,-0.02368707267805913,-0.028468494732885645,-0.017611774599870195,-0.007290884983577842,115,0.67,1.0,1.0,0.67,4
AT: Oberkärnten,AT212,-0.025568362222716492,-0.034685069168569234,-0.019714407973934686,-0.009066288067289478,117,0.684,0.327,0.505,0.113,1
AT: Wiener Umland/Nordteil,AT126,-0.02449309618322763,-0.03323117001862471,-0.014943474809025789,-0.009314794568814618,117,0.667,1.0,0.982,0.655,4
AT: Weinviertel,AT125,-0.024351955066490856,-0.033290106916716494,-0.01832227228897306,-0.00813203392572605,123,0.675,1.0,0.876,0.591,3
AT: Klagenfurt-Villach,AT211,-0.025709754780330402,-0.031093140486264756,-0.020427960697190425,-0.009378866000936598,113,0.681,0.232,0.811,0.128,1
