Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
BG: Pleven,BG314,-0.054407285822646076,-0.07318607459120861,-0.03869995689850096,-0.021926018192566635,118,0.771,1.0,0.872,0.672,4
BG: Varna,BG331,-0.04907376504101358,-0.06970738925750608,-0.03158876990087951,-0.016514507848382,123,0.683,0.795,0.928,0.504,3
BG: Targovishte,BG334,-0.050494379442973275,-0.06597277476439992,-0.037072111197923335,-0.01799282863596366,116,0.707,0.97,0.701,0.481,3
BG: Vidin,BG311,-0.04990140710450011,-0.06900611177319019,-0.039241551334396635,-0.020299755997411507,121,0.76,0.827,0.368,0.231,2
BG: Montana,BG312,-0.05233488315964589,-0.06519880351033233,-0.039480799175862925,-0.018345828604683877,115,0.713,0.932,0.394,0.262,2
BG: Vratsa,BG313,-0.05600360746580752,-0.07779752862980308,-0.04215029232149625,-0.020763977884863935,121,0.752,1.0,0.738,0.555,3
BG: Dobrich,BG332,-0.055123746777389994,-0.07579981682968959,-0.03834331394491755,-0.019559819688216643,112,0.732,1.0,0.561,0.411,3
BG: Shumen,BG333,-0.0672211356616876,-0.09298922499202711,-0.054818465921277926,-0.024392495619608056,118,0.797,0.791,0.616,0.388,2
BG: Sofia,BG412,-0.05589165454673879,-0.07584529952805386,-0.039141276152314414,-0.025167153770869352,121,0.785,0.515,0.881,0.356,2
BG: Burgas,BG341,-0.060692898290340816,-0.08067205048893285,-0.042546090786094226,-0.025493197757589563,120,0.808,0.537,0.53,0.23,2
BG: Silistra,BG325,-0.05887912842329538,-0.06991820332973857,-0.041881409698471976,-0.02242326300631787,118,0.78,1.0,0.771,0.601,4
BG: Stara Zagora,BG344,-0.06767610103736847,-0.08580791928699386,-0.04791470306015207,-0.028452273477802426,113,0.796,0.847,0.734,0.495,3
BG: Sofia (stolitsa),BG411,-0.057870217832421925,-0.06979021757392563,-0.04028028892678297,-0.022932613383770437,116,0.793,1.0,1.0,0.793,4
BG: Ruse,BG323,-0.06098010202275101,-0.07415448299297381,-0.04269840337470926,-0.023047413554133783,113,0.805,1.0,0.907,0.73,4
BG: Kardzhali,BG425,-0.059509467562154764,-0.07336497894743503,-0.042463983994909874,-0.021395054502722926,108,0.759,0.706,0.568,0.304,2
BG: Sliven,BG342,-0.06545109534595366,-0.08966357599904382,-0.048696620418126654,-0.02391579365133046,110,0.782,0.698,0.521,0.284,2
BG: Yambol,BG343,-0.061121615471637344,-0.07227927175496172,-0.04460881822708142,-0.02106881947451892,111,0.757,0.994,0.01,0.008,1
BG: Haskovo,BG422,-0.06765035066432719,-0.0877699987531353,-0.051288192583764394,-0.02421401312741716,108,0.796,0.877,0.601,0.42,3
BG: Razgrad,BG324,-0.05355593869269653,-0.06603757823720424,-0.043422317891009525,-0.019436949082119088,109,0.743,1.0,0.849,0.631,4
BG: Pazardzhik,BG423,-0.0526469203525408,-0.0683556617744652,-0.037563294114811296,-0.02041583964449189,112,0.759,1.0,0.716,0.543,3
BG: Smolyan,BG424,-0.05716156963926718,-0.0726461846646512,-0.04539369643965423,-0.024610165847792825,109,0.78,0.874,0.403,0.275,2
BG: Gabrovo,BG322,-0.053783328523833863,-0.07269468100943466,-0.03512597816574254,-0.0202337444636474,113,0.752,0.383,0.756,0.218,2
BG: Lovech,BG315,-0.05531619104628812,-0.07620958408910203,-0.04274636645237777,-0.021812463381580972,109,0.771,0.459,0.719,0.254,2
BG: Veliko Tarnovo,BG321,-0.05595340917000565,-0.07072940085715176,-0.043226095818294355,-0.02189137432889679,111,0.802,0.923,0.763,0.565,3
BG: Kyustendil,BG415,-0.060374227251100136,-0.07548421444448782,-0.043809289501252124,-0.021076571167301918,112,0.759,0.916,0.639,0.444,3
BG: Blagoevgrad,BG413,-0.05627727468928426,-0.06777419241051273,-0.046073116942038445,-0.02633294161011598,109,0.817,0.949,0.298,0.231,2
BG: Pernik,BG414,-0.054629027717108126,-0.07058231521166979,-0.039603542519035036,-0.020542218190263646,115,0.757,0.997,0.78,0.589,3
BG: Plovdiv,BG421,-0.05875285020617074,-0.07301359704214638,-0.041762331300768646,-0.020574988428429183,113,0.761,1.0,0.902,0.686,4
