,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,NL111,-0.0290965336487961,-0.0385695793407797,-0.018360927323065088,-0.010901777792370051,113,0.735,0.509,0.997,0.373,2
1,NL112,-0.027663462291980502,-0.03510364395530209,-0.01967312108251599,-0.008799308075662746,116,0.647,0.458,0.889,0.263,2
2,NL113,-0.02806615820743823,-0.03485503917847444,-0.018949549393923674,-0.009431480579438122,117,0.658,1.0,0.578,0.38,2
3,NL124,-0.027768017379285137,-0.0325361650339209,-0.02075508845047773,-0.00987025313556151,108,0.722,0.607,0.699,0.306,2
4,NL125,-0.02969243140012477,-0.04040810357717886,-0.022582785071292567,-0.010273996646739324,111,0.721,0.426,0.932,0.286,2
5,NL126,-0.02692651203917333,-0.03420577634527518,-0.01846123731181862,-0.011927066666171255,114,0.754,0.437,0.899,0.296,2
6,NL131,-0.027804330351273603,-0.038029581609619126,-0.01950942103318648,-0.009615693408518831,116,0.707,0.286,0.969,0.196,1
7,NL132,-0.028368381219224508,-0.03947892722466713,-0.020785363772061225,-0.011207917253790254,115,0.748,0.366,0.984,0.269,2
8,NL133,-0.028763464162659822,-0.03905567659571367,-0.020320773718714918,-0.011168118628980726,113,0.743,1.0,1.0,0.743,4
9,NL211,-0.026198696037499424,-0.03735573726442283,-0.02154524349809204,-0.009923073729441265,114,0.684,0.471,0.988,0.318,2
10,NL212,-0.02654497949493058,-0.0384311493023073,-0.02073097355419874,-0.010383429247662296,113,0.717,0.332,0.97,0.231,2
11,NL213,-0.03005849547557242,-0.04352933311287219,-0.02435893936834125,-0.011236763980831163,111,0.748,0.183,0.932,0.128,1
12,NL221,-0.027213351818339313,-0.040217100642660444,-0.022495889303826365,-0.009646730520303527,112,0.679,0.335,0.761,0.173,1
13,NL224,-0.027569786259604937,-0.036442567021995165,-0.02054459164809548,-0.011443916203010898,110,0.755,0.153,0.882,0.102,1
14,NL225,-0.02688420969739809,-0.038703789849855175,-0.02171801157043218,-0.009877908548916674,114,0.728,0.301,0.839,0.184,1
15,NL226,-0.026651329887292456,-0.03932280493249547,-0.021996858349951503,-0.008785504195303571,115,0.696,0.272,0.91,0.172,1
16,NL230,-0.029686560932631896,-0.04037344151938615,-0.023284887685542283,-0.0126309077347339,108,0.778,0.249,0.91,0.176,1
17,NL310,-0.026452991947098194,-0.034897190207034724,-0.020682937411489306,-0.010165956329604573,116,0.724,0.532,0.646,0.249,2
18,NL321,-0.030617600396176246,-0.03764060612699853,-0.02177132351265338,-0.012124429531536106,103,0.777,0.134,0.576,0.06,1
19,NL323,-0.030253308821852523,-0.03885815684776334,-0.022524502074912668,-0.012638217309172896,107,0.776,0.044,0.522,0.018,1
20,NL324,-0.03011988015730487,-0.04066414219329817,-0.023947961316145495,-0.01307761254400397,107,0.766,0.121,0.348,0.032,1
21,NL325,-0.03171900642590538,-0.04000870362938504,-0.023194745110351047,-0.012681079715201458,107,0.785,1.0,0.01,0.008,1
22,NL327,-0.0276040871266665,-0.03867366266475104,-0.023261114219512102,-0.011691138721759517,113,0.761,0.108,0.04,0.003,1
23,NL328,-0.03138931574585472,-0.0403474580128668,-0.0241381380044347,-0.011785604037880922,108,0.778,0.103,0.305,0.024,1
24,NL329,-0.02894366019820566,-0.037699282267394524,-0.022891856039464906,-0.011900811006954629,110,0.791,0.089,0.492,0.035,1
25,NL332,-0.028304407290245005,-0.03898332375193331,-0.022600644440172978,-0.011969286230485418,111,0.766,0.167,0.762,0.097,1
26,NL333,-0.028304407290245005,-0.03898332375193331,-0.022600644440172978,-0.011969286230485418,111,0.766,0.111,0.754,0.064,1
27,NL337,-0.03011988015730487,-0.04066414219329817,-0.023947961316145495,-0.01307761254400397,107,0.766,0.503,0.93,0.358,2
28,NL33A,-0.02715797130147685,-0.035994046052330544,-0.0200747746840364,-0.008808221393189757,114,0.711,0.416,0.992,0.293,2
29,NL33B,-0.027528291218033924,-0.03702594953796502,-0.020622068486810773,-0.010112414798445008,112,0.741,0.451,0.988,0.33,2
30,NL33C,-0.026983318349010785,-0.035913241873797574,-0.018878631584233863,-0.008892656227538093,115,0.73,0.387,0.961,0.271,2
31,NL341,-0.02858443593586915,-0.036554586883340665,-0.0223092851835777,-0.011485485821321795,109,0.752,0.579,1.0,0.435,3
32,NL342,-0.025720863125552815,-0.03231711451210623,-0.01870805636169874,-0.009583557725708788,118,0.678,0.342,0.93,0.216,2
33,NL411,-0.02642337173507997,-0.03555584111052852,-0.019527111034888207,-0.00854780313986773,113,0.708,0.524,0.986,0.366,2
34,NL412,-0.02680156500153269,-0.035740538022622864,-0.020287947205004396,-0.00962204602664477,114,0.737,0.607,0.938,0.42,3
35,NL413,-0.027569786259604937,-0.036442567021995165,-0.02054459164809548,-0.011443916203010898,110,0.755,1.0,0.927,0.7,4
36,NL414,-0.02690958403572126,-0.03644158915775901,-0.020339693005405286,-0.009963796963029934,108,0.704,1.0,0.905,0.637,4
37,NL421,-0.025163895067897003,-0.03493886065575737,-0.020401581238248992,-0.009477804857621456,114,0.702,0.977,0.943,0.647,4
38,NL422,-0.02572665414828139,-0.03587805851167301,-0.019179366101971313,-0.010956747051346668,107,0.729,0.432,0.917,0.289,2
39,NL423,-0.025162601959959667,-0.03659759294672689,-0.01848456752165161,-0.010348485246421827,112,0.688,0.335,0.45,0.104,1
