,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,NO020,-0.023042674305071547,-0.028930461621438662,-0.01595587541975322,-0.008357146119851881,117,0.692,0.229,0.969,0.154,1
1,NO060,-0.025127333990962467,-0.03743671432497317,-0.018374842964689997,-0.009146566105230236,106,0.698,1.0,0.986,0.688,4
2,NO071,-0.029097636812372533,-0.04020232448409269,-0.0219419463266155,-0.012475614179599331,111,0.775,0.214,0.895,0.148,1
3,NO074,-0.02381326308763304,-0.03131795747103207,-0.017820671533662052,-0.01068584149149377,117,0.752,1.0,0.988,0.743,4
4,NO081,-0.030724745139357006,-0.03784124159068296,-0.0213270461441575,-0.010968691192975423,122,0.77,0.025,0.967,0.019,1
5,NO082,-0.027024633174494987,-0.037788335677437446,-0.016753426180080203,-0.008330172545764904,116,0.698,0.271,0.911,0.172,1
6,NO091,-0.031228774086759788,-0.041296372554684914,-0.02357157925488791,-0.01030207341360438,117,0.735,0.069,0.01,0.001,1
7,NO092,-0.030337543766630712,-0.04026118582105879,-0.019124479795732244,-0.010307508389349584,114,0.746,0.61,0.99,0.451,3
8,NO0A1,-0.029638171308222543,-0.04628376432667257,-0.019807849201426343,-0.009597395721483399,110,0.736,1.0,1.0,0.736,4
9,NO0A2,-0.027330196059784092,-0.041306585452990874,-0.016782590968150487,-0.006029737330494499,117,0.658,0.494,0.949,0.308,2
10,NO0A3,-0.02760000037780197,-0.04201464553139253,-0.018330852278945098,-0.01080209085150528,111,0.748,0.103,0.614,0.047,1
