,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,ITC11,-0.03403185419858647,-0.042890059352933926,-0.02399344095025118,-0.013599132781603218,112,0.705,0.993,0.937,0.656,4
1,ITC12,-0.0368050234486085,-0.04401126251668082,-0.023096451338145276,-0.01171950084256356,109,0.688,0.495,0.01,0.003,1
2,ITC13,-0.0368050234486085,-0.04401126251668082,-0.023096451338145276,-0.01171950084256356,109,0.688,0.421,0.85,0.246,2
3,ITC14,-0.030627469622313375,-0.04050962266764807,-0.02362597367152859,-0.011454168818663717,110,0.691,0.734,0.88,0.446,3
4,ITC15,-0.037968146863086145,-0.04545672757011665,-0.027873380418555777,-0.011711677227615897,114,0.658,0.907,0.751,0.448,3
5,ITC16,-0.03910527175898314,-0.047789185012862195,-0.028711866905224412,-0.015540916870911917,112,0.777,0.496,0.672,0.259,2
6,ITC17,-0.041959629632112756,-0.04714556096641051,-0.03472895759357027,-0.016906815223024983,108,0.787,1.0,0.471,0.371,2
7,ITC18,-0.04330305122808826,-0.05551294062707623,-0.031546627137422914,-0.017476715621334203,108,0.796,0.522,0.763,0.317,2
8,ITC20,-0.02781642979950743,-0.035533143428902014,-0.0185228562039602,-0.009335361621251334,106,0.575,0.767,0.81,0.357,2
9,ITC31,-0.046750049100039895,-0.05765657647083655,-0.03251825657831675,-0.01593192660301914,111,0.784,0.735,0.666,0.384,2
10,ITC32,-0.04708737349520064,-0.05794240302186197,-0.02972599758675864,-0.016750279226523827,108,0.806,0.905,0.678,0.495,3
11,ITC33,-0.041884720687905934,-0.05599254934720563,-0.031559242518748844,-0.015923504889797213,107,0.776,0.077,0.848,0.051,1
12,ITC34,-0.04248550372733039,-0.054432836026540476,-0.025842457500832347,-0.010195377061736545,112,0.705,0.546,0.883,0.34,2
13,ITC41,-0.032921863779376226,-0.043011688483716976,-0.024970151209884953,-0.01052512715960117,115,0.635,1.0,0.974,0.618,4
14,ITC42,-0.03463299332024225,-0.042604143100575614,-0.02741312241753605,-0.015013885472944235,112,0.75,0.54,0.592,0.24,2
15,ITC43,-0.03279641947129831,-0.04458187835212708,-0.025231169781964966,-0.012795940777456757,111,0.721,0.744,0.597,0.32,2
16,ITC44,-0.027055049343506523,-0.034788716972250146,-0.021605222796217797,-0.010650818459745592,119,0.664,0.525,0.772,0.269,2
17,ITC46,-0.03532715853819777,-0.044587947692466774,-0.025884317548117028,-0.01171304600044486,118,0.686,0.918,0.804,0.506,3
18,ITC47,-0.0329179027758125,-0.04324582911412348,-0.023932919278940288,-0.011290282047552995,115,0.67,1.0,0.572,0.383,2
19,ITC48,-0.04282965629477132,-0.05470381596444653,-0.03151021716828645,-0.014581618668791173,110,0.745,0.618,0.539,0.248,2
20,ITC49,-0.041483766698909484,-0.05302035828987564,-0.030551669106910144,-0.01268691477897339,112,0.714,0.324,0.658,0.152,1
21,ITC4A,-0.04167929377135898,-0.05320355356038325,-0.030370012313626377,-0.01366989023154513,112,0.741,0.841,0.383,0.239,2
