,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,HU321,-0.08902397133634522,-0.12283503650818092,-0.0636109467815263,-0.029532119905670305,111,0.73,1.0,0.01,0.007,1
1,HU322,-0.0942088125040496,-0.11743616731352964,-0.06899827085545668,-0.03428052550958077,114,0.754,0.803,0.761,0.461,3
2,HU110,-0.11046466972987495,-0.15043942622224446,-0.08258843428641881,-0.04004201615917208,107,0.813,0.874,0.669,0.475,3
3,HU120,-0.10767182671293618,-0.15743669503832866,-0.07221099645256172,-0.03823203576747717,107,0.785,0.746,0.727,0.426,3
4,HU211,-0.09919109291177385,-0.14175596726608328,-0.06906837767055916,-0.032493569345671686,112,0.75,0.53,0.798,0.317,2
5,HU212,-0.09694940902898427,-0.13951373024294395,-0.08166663590111144,-0.045554451531838215,113,0.841,0.865,0.379,0.276,2
6,HU213,-0.09102538942988327,-0.12052074597133156,-0.0699142800791556,-0.03776646222334658,112,0.786,0.372,0.836,0.244,2
7,HU221,-0.08415662948463157,-0.12100528266380386,-0.06753676718992815,-0.03460395036147835,116,0.767,0.804,0.509,0.314,2
8,HU222,-0.07850816639410664,-0.11108689961563817,-0.05791717794720461,-0.027375914271810638,116,0.716,0.967,0.896,0.62,4
9,HU223,-0.09386910861787605,-0.12906987065174413,-0.07299492047866117,-0.03369267887258027,105,0.762,0.524,0.909,0.363,2
10,HU231,-0.09009088525223984,-0.12088720692105623,-0.06580076931735265,-0.03115684878921275,109,0.743,0.461,1.0,0.343,2
11,HU232,-0.09211399000113511,-0.1246054468666079,-0.06805688597552075,-0.03939120455957268,108,0.769,1.0,0.917,0.705,4
12,HU233,-0.09545783780758732,-0.12713633775386418,-0.07754321814745821,-0.037735933986872715,109,0.771,1.0,0.893,0.689,4
13,HU311,-0.09393936656496152,-0.11386190339050133,-0.07397975969138604,-0.04146611466025385,106,0.792,1.0,0.964,0.763,4
14,HU312,-0.0988926401237769,-0.11840684681514112,-0.07122033042041898,-0.03738118686832852,112,0.812,0.62,0.899,0.453,3
15,HU313,-0.09365445431919135,-0.12625266800770843,-0.07374785983554324,-0.03893539774428586,111,0.784,1.0,0.865,0.678,4
16,HU323,-0.08175159939772556,-0.11245836797753074,-0.06261814811703872,-0.024548618746466758,111,0.694,0.916,0.866,0.551,3
17,HU331,-0.10088267234462413,-0.1312494358565866,-0.07259792563808351,-0.03383938534094634,106,0.764,0.937,0.854,0.611,4
18,HU332,-0.09492524795768174,-0.12539785051177815,-0.06911719012972217,-0.03433551993435218,112,0.768,0.852,0.921,0.603,4
19,HU333,-0.10689297458801425,-0.13619014906826532,-0.07264367572198414,-0.037384432475013274,107,0.804,0.768,0.988,0.61,4
