,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,DK011,-0.03794203033173629,-0.05028880214321316,-0.024838473038894637,-0.013611585256773834,104,0.779,1.0,0.674,0.525,3
1,DK012,-0.03794203033173629,-0.05028880214321316,-0.024838473038894637,-0.013611585256773834,104,0.779,1.0,0.01,0.008,1
2,DK013,-0.03331025475927602,-0.042402162226498806,-0.02237826900511026,-0.013296135428167358,106,0.821,0.972,0.994,0.793,4
3,DK014,-0.03260656984345424,-0.04472620786135946,-0.02153376815092984,-0.009578960035948622,112,0.688,1.0,0.313,0.215,2
4,DK021,-0.0348734977791305,-0.043263000720955,-0.02267098879905407,-0.012761591323974253,106,0.764,1.0,0.988,0.755,4
5,DK022,-0.03404859874803502,-0.04078160562592249,-0.02272376811416149,-0.011638094997061959,104,0.75,1.0,0.809,0.607,4
6,DK031,-0.033558636053886044,-0.04230174540299633,-0.02015169851155227,-0.01301392398788212,107,0.766,1.0,1.0,0.766,4
7,DK032,-0.031788744277592394,-0.03873430291008004,-0.021709605483375416,-0.011133983976956526,112,0.723,1.0,1.0,0.723,4
8,DK041,-0.024958035575076195,-0.03289641947753093,-0.017695482947195418,-0.009408306203735428,117,0.675,1.0,0.031,0.021,1
9,DK042,-0.026744017908841573,-0.032907227284981674,-0.018817923420077095,-0.01120356625837737,115,0.73,1.0,0.883,0.645,4
10,DK050,-0.025831445681891635,-0.035219915882985314,-0.020357861443090944,-0.012120830608898108,115,0.765,1.0,0.232,0.177,1
