Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
AT: Mühlviertel,AT313,-0.03822171540651305,-0.05108867604060344,-0.031977994843061575,-0.015099346758356098,115,0.809,0.389,0.764,0.24,2
AT: Lungau,AT321,-0.03205940356129774,-0.04615852249979545,-0.026085071563581787,-0.01214255504300768,123,0.764,0.157,0.109,0.013,1
AT: Oststeiermark,AT224,-0.042890025913328786,-0.058684594075286686,-0.03348393248062814,-0.017553025627581056,109,0.853,0.682,0.518,0.301,2
AT: West- und Südsteiermark,AT225,-0.021955168799797694,-0.029352717547367624,-0.016309251187923354,-0.008500967214578742,122,0.664,0.425,0.616,0.174,1
AT: Pinzgau-Pongau,AT322,-0.030652314748247037,-0.0431491772248006,-0.0247227304267192,-0.011216164214516055,124,0.75,0.091,0.333,0.023,1
AT: Salzburg und Umgebung,AT323,-0.02509381123697694,-0.03479966057332932,-0.018994492259629875,-0.00927932916188558,128,0.688,0.169,0.807,0.094,1
AT: Steyr-Kirchdorf,AT314,-0.025013171388928286,-0.03430885329317998,-0.01925915234728457,-0.00949433146116643,123,0.715,0.346,0.654,0.162,1
AT: Traunviertel,AT315,-0.032490384650359964,-0.04090578034468952,-0.023430454520423635,-0.010152455282639979,120,0.733,0.27,0.657,0.13,1
AT: Außerfern,AT331,-0.032626759704434315,-0.043061176397563156,-0.025516367382973085,-0.010751067624900893,119,0.714,0.344,0.327,0.08,1
AT: Innsbruck,AT332,-0.031384756202831515,-0.04324783954889207,-0.02537154154747418,-0.012908743702146168,122,0.779,0.211,0.616,0.101,1
AT: Osttirol,AT333,-0.036589436040506976,-0.05252248616393883,-0.024706136853090074,-0.010758674765912865,121,0.736,0.29,0.01,0.002,1
AT: Tiroler Oberland,AT334,-0.03700499411560334,-0.047235793329473724,-0.029223639063176682,-0.014909595775266987,113,0.814,0.164,0.342,0.046,1
AT: Östliche Obersteiermark,AT223,-0.030185361289242832,-0.037979940204310524,-0.023731542998854382,-0.010356831690134388,115,0.739,0.18,0.557,0.074,1
AT: Sankt Pölten,AT123,-0.03378435524884222,-0.04193263685298811,-0.02611523620244921,-0.013553136242695222,109,0.807,0.718,0.564,0.327,2
AT: Westliche Obersteiermark,AT226,-0.04041713714485565,-0.057890028783094766,-0.033018676597076496,-0.01502567993736209,107,0.813,0.188,0.218,0.033,1
AT: Innviertel,AT311,-0.022880881844964403,-0.02927998513169014,-0.016259238077932586,-0.008292379192442268,125,0.648,0.99,0.704,0.452,3
AT: Mostviertel-Eisenwurzen,AT121,-0.026990469798836,-0.03996887978716841,-0.020572878280010094,-0.010721914230133411,121,0.727,0.588,0.384,0.164,1
AT: Niederösterreich-Süd,AT122,-0.03767453843910577,-0.05144868426871521,-0.029998491101375892,-0.016933105169244705,111,0.856,0.183,0.563,0.088,1
AT: Waldviertel,AT124,-0.038503443558929665,-0.05058643862716212,-0.03100023941331661,-0.014664107851053612,108,0.815,0.862,0.22,0.155,1
AT: Linz-Wels,AT312,-0.0314906959345512,-0.04141313683041887,-0.025187059738563576,-0.012253038798210669,116,0.759,1.0,0.969,0.735,4
AT: Tiroler Unterland,AT335,-0.0236936956078737,-0.030921701277386485,-0.018699991965002476,-0.010232929441670991,118,0.729,0.15,0.388,0.042,1
AT: Bludenz-Bregenzer Wald,AT341,-0.024690086280546683,-0.03222860637556209,-0.020083047337729282,-0.008755566831930964,120,0.692,0.363,0.667,0.168,1
AT: Rheintal-Bodenseegebiet,AT342,-0.02637893303848133,-0.03445265651093814,-0.02126055755879017,-0.009912012443759766,115,0.687,0.398,0.68,0.186,1
AT: Mittelburgenland,AT111,-0.022519691384348017,-0.027750273720600002,-0.018315535391690195,-0.008400541425831529,119,0.672,0.921,0.519,0.321,2
AT: Nordburgenland,AT112,-0.023216473365357537,-0.029310452630089898,-0.016764454175809476,-0.009015534381723247,121,0.686,0.928,0.661,0.421,3
AT: Südburgenland,AT113,-0.02835326305115523,-0.0341447423221416,-0.023233618907628754,-0.009464921589432688,116,0.741,0.992,0.137,0.101,1
AT: Wiener Umland/Südteil,AT127,-0.02612085132995488,-0.0287458235759907,-0.021738542063963293,-0.011512101234393618,117,0.752,1.0,0.939,0.706,4
AT: Unterkärnten,AT213,-0.019552980545092802,-0.024374893518566993,-0.014626610839985267,-0.0065986654673288216,130,0.615,0.244,0.435,0.065,1
AT: Graz,AT221,-0.022150586970415047,-0.027189842091890362,-0.015739163604973898,-0.007377095658617101,124,0.621,0.375,0.797,0.186,1
AT: Liezen,AT222,-0.023655165958855258,-0.030223828013560727,-0.016837991090586025,-0.00970160543167339,119,0.672,0.076,0.021,0.001,1
AT: Wien,AT130,-0.0272003225391813,-0.032824339657519956,-0.02133631775507848,-0.011527011270552927,118,0.763,1.0,1.0,0.763,4
AT: Oberkärnten,AT212,-0.022621309834837514,-0.02867035306312459,-0.014688366705098252,-0.008629286049836026,125,0.648,0.239,0.327,0.051,1
AT: Wiener Umland/Nordteil,AT126,-0.024681398802057584,-0.031219145140405826,-0.01898517781563388,-0.008704953019443108,121,0.694,1.0,0.942,0.654,4
AT: Weinviertel,AT125,-0.022658195966842622,-0.028733979430967636,-0.016520239289278656,-0.007063943469842567,118,0.619,1.0,0.681,0.422,3
AT: Klagenfurt-Villach,AT211,-0.024812643772084413,-0.03281604854585976,-0.017115860654858192,-0.008346985306252289,113,0.646,0.22,0.58,0.082,1
