Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
"EL: Ithaki, Kefallinia",EL623,-0.07737304517918463,-0.10244117526245228,-0.04748493463000418,-0.015163950355723418,107,0.729,0.7,0.01,0.005,1
EL: Lefkada,EL624,-0.07737304517918463,-0.10244117526245228,-0.04748493463000418,-0.015163950355723418,107,0.729,0.384,0.072,0.02,1
EL: Imathia,EL521,-0.07737304517918463,-0.10244117526245228,-0.04748493463000418,-0.015163950355723418,107,0.729,0.841,0.918,0.563,3
"EL: Magnisia, Sporades",EL613,-0.07737304517918463,-0.10244117526245228,-0.04748493463000418,-0.015163950355723418,107,0.729,0.638,0.576,0.268,2
EL: Irakleio,EL431,-0.061398370462257934,-0.08721642703811634,-0.03561918675351895,-0.012688859229713946,112,0.696,0.707,0.924,0.455,3
EL: Thesprotia,EL542,-0.06777893442297034,-0.09770218781516138,-0.04063374042463698,-0.01796432819750715,114,0.763,0.69,0.279,0.147,1
EL: Ioannina,EL543,-0.0506557494177652,-0.0669052406824719,-0.030698068289799416,-0.016411663050709728,121,0.744,0.334,0.498,0.124,1
"EL: Peiraias, Nisoi",EL307,-0.0641799080710846,-0.09168070677862408,-0.03959806662976657,-0.019047412152121176,106,0.802,0.574,0.974,0.448,3
EL: Chania,EL434,-0.05379240885685161,-0.07630719517578122,-0.03432502009027119,-0.010265769756751772,116,0.655,0.705,0.616,0.284,2
EL: Evros,EL511,-0.08058108290085984,-0.1044740996289586,-0.05660172740432277,-0.028851057553879927,93,0.86,0.726,0.592,0.37,2
EL: Xanthi,EL512,-0.05649554271604424,-0.0728071729710365,-0.032242886057695014,-0.013774866650393838,113,0.69,0.713,0.742,0.365,2
EL: Kerkyra,EL622,-0.05201589952938246,-0.0700518073091608,-0.03383534743905833,-0.014322738034600928,114,0.711,0.385,0.89,0.244,2
EL: Kilkis,EL523,-0.0582277980145438,-0.07622227567449236,-0.035966046327586244,-0.012608712371840363,111,0.685,1.0,0.94,0.644,4
EL: Pella,EL524,-0.06284059221504194,-0.08169651642373135,-0.04259046021089013,-0.023343728596135045,114,0.825,0.633,0.897,0.468,3
EL: Pieria,EL525,-0.05156647120671619,-0.06778385604900453,-0.027215852161807365,-0.011250775464951525,113,0.628,0.793,0.802,0.399,2
EL: Serres,EL526,-0.056601522954686574,-0.07639379467576327,-0.03185981916447112,-0.015815081953337314,116,0.741,0.704,0.526,0.274,2
EL: Lasithi,EL432,-0.061031958388050554,-0.0778610082479512,-0.04400809174791506,-0.02059603627051056,113,0.796,0.705,0.832,0.467,3
EL: Korinthia,EL652,-0.07135867840432239,-0.08984869531767008,-0.05437180399700387,-0.024166472344562644,104,0.788,0.384,0.729,0.221,2
EL: Rethymni,EL433,-0.06717062491810125,-0.0848217730562934,-0.04353305114675668,-0.022655073810359503,110,0.8,0.705,0.684,0.386,2
"EL: Argolida, Arkadia",EL651,-0.05692403393454129,-0.07090914280932531,-0.03623636625725353,-0.018802175562260673,110,0.773,0.384,0.542,0.161,1
EL: Evvoia,EL642,-0.05805725902001516,-0.07423037860015017,-0.04317528478697788,-0.017508567786910484,110,0.764,0.488,0.932,0.347,2
"EL: Lakonia, Messinia",EL653,-0.06305785964489564,-0.08105763010967575,-0.04711483983010112,-0.02121170798955807,111,0.811,0.384,0.353,0.11,1
EL: Fokida,EL645,-0.07355200916567887,-0.09558352228336166,-0.05197504223702394,-0.028992205664164005,108,0.852,0.384,0.481,0.157,1
EL: Chalkidiki,EL527,-0.0710444539463826,-0.09505997021514127,-0.05340507134887583,-0.0287688494156759,106,0.877,0.521,0.15,0.069,1
"EL: Grevena, Kozani",EL531,-0.06565879518832356,-0.08149876949652096,-0.05069363674095538,-0.03107580065681169,110,0.882,0.797,0.421,0.296,2
