,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,TR100,-0.03703968989112211,-0.055297677418245976,-0.02871512188158134,-0.01337719655865246,114,0.754,0.51,0.456,0.175,1
1,TR211,-0.041970113880669874,-0.06026559649868798,-0.02631942356162302,-0.016082246207212835,117,0.795,0.194,0.106,0.016,1
2,TR212,-0.04775696856645216,-0.07081283337687981,-0.030738402997575368,-0.013978820559842876,112,0.759,0.47,0.521,0.186,1
3,TR213,-0.04134246570173955,-0.059735818412017,-0.026790386526297602,-0.013829384148418595,115,0.757,0.565,0.999,0.427,3
4,TR221,-0.04476442320878516,-0.05454730363578292,-0.02444283393081008,-0.011013739372538295,112,0.696,0.831,0.915,0.529,3
5,TR222,-0.042623295817913937,-0.05548241047789975,-0.027990237445184904,-0.0130517350081267,118,0.763,1.0,0.42,0.32,2
6,TR310,-0.05324709861451865,-0.06817378769897213,-0.03600404345985021,-0.010983997211809836,108,0.704,0.884,0.102,0.063,1
7,TR321,-0.05390070540973939,-0.06868960507185676,-0.03508206287933956,-0.014600099524753487,105,0.752,0.266,0.939,0.188,1
8,TR322,-0.047205739052245836,-0.06034291909924356,-0.03297940976576337,-0.016556881000491002,108,0.815,1.0,0.074,0.06,1
9,TR323,-0.04601952050119875,-0.06044010628417371,-0.028277486568941468,-0.010521778017261797,100,0.69,0.668,0.087,0.04,1
10,TR331,-0.04652459890985607,-0.061291118998571405,-0.028929973321099853,-0.010771987111866704,110,0.718,0.279,0.27,0.054,1
11,TR332,-0.04056287328475642,-0.05455984878005252,-0.02911346203260911,-0.014663349494809881,111,0.793,0.645,0.887,0.454,3
12,TR333,-0.04049580064814437,-0.04594911979074235,-0.024547094696941066,-0.012845893456688375,116,0.733,0.535,0.827,0.324,2
13,TR334,-0.04377426923256218,-0.05727518996148558,-0.032620348964992454,-0.017637954317151233,110,0.782,0.687,0.911,0.489,3
14,TR411,-0.03862931876629395,-0.048007801847731374,-0.02849919518324807,-0.011623924043487834,113,0.743,0.175,0.797,0.104,1
15,TR412,-0.03867223720008916,-0.04638550973753861,-0.02605262992990162,-0.014113126886313016,119,0.773,0.314,0.883,0.214,2
16,TR413,-0.04025983783871378,-0.05136904212910126,-0.02751219148243329,-0.01345566009324458,112,0.759,0.479,0.279,0.101,1
17,TR421,-0.04001790798994684,-0.0552928570028694,-0.028598145112104394,-0.015411344766231553,113,0.796,0.331,0.354,0.093,1
18,TR422,-0.03954597089232849,-0.05510151407122918,-0.027523160576117128,-0.012490370909085956,114,0.737,0.221,0.59,0.096,1
19,TR423,-0.03215115726146277,-0.04494264249305686,-0.022193684918293256,-0.010494772432923858,118,0.678,0.796,0.259,0.14,1
20,TR424,-0.035275438832183426,-0.04752861033534181,-0.02352771932949283,-0.009828934722023805,118,0.686,0.401,0.603,0.166,1
21,TR425,-0.04158442998124386,-0.055922528384986604,-0.032306497007669716,-0.01576742075602391,107,0.804,0.766,1.0,0.616,4
22,TR510,-0.03738806963318687,-0.04740071769824322,-0.02572925999279596,-0.010545706096989052,117,0.701,0.855,0.378,0.227,2
23,TR521,-0.04681216112252255,-0.06660226903441396,-0.03413585517919653,-0.017303739733964728,103,0.796,0.628,0.827,0.413,3
24,TR522,-0.05152435768852925,-0.07437376717627855,-0.03340333235534759,-0.012511204286657085,109,0.743,0.702,0.078,0.041,1
25,TR611,-0.043490247525628536,-0.07123668661083314,-0.019881593950945176,-0.008271019316586737,113,0.619,0.716,0.847,0.375,2
26,TR612,-0.04456091138806079,-0.060244421861125746,-0.03336177942034152,-0.015102399582250025,111,0.784,1.0,0.875,0.686,4
27,TR613,-0.046974809577132674,-0.062300360563573465,-0.02615882368555669,-0.011378424071730413,116,0.707,1.0,0.372,0.263,2
