Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
AL: Berat,AL031,-0.04215136442414816,-0.056936186568501884,-0.03052566522027976,-0.016731401292931658,110,0.827,0.554,0.736,0.337,2
AL: Fier,AL032,-0.04981678466423947,-0.06820081919704145,-0.0387732220780035,-0.015022630013676853,111,0.775,1.0,1.0,0.775,4
AL: Vlorë,AL035,-0.03588572811329198,-0.050647245868574,-0.026605956355873196,-0.015093325382534727,124,0.758,0.921,0.283,0.198,1
AL: Tiranë,AL022,-0.04041999373921735,-0.05110722262505733,-0.028473725489545274,-0.01607588854744668,114,0.825,1.0,0.999,0.824,5
AL: Korcë,AL034,-0.040706723266135066,-0.05533784623647414,-0.029770780479358758,-0.01402406332969707,116,0.733,0.296,0.075,0.016,1
AL: Lezhë,AL014,-0.044186201791700595,-0.059206914468902146,-0.028862925992374795,-0.013519204078165545,112,0.741,0.482,0.434,0.155,1
AL: Gjirokastër,AL033,-0.04508340636587274,-0.06054058637331739,-0.03380671756836233,-0.012986554481254655,116,0.724,0.651,0.01,0.005,1
AL: Kukës,AL013,-0.04771161038485806,-0.06899901395044218,-0.030707824512127505,-0.013204304740480219,109,0.716,0.128,0.4,0.037,1
AL: Shkodër,AL015,-0.04909083330091118,-0.06864450597725637,-0.029453992228034808,-0.01347529266884896,108,0.731,0.186,0.078,0.011,1
AL: Dibër,AL011,-0.04559989150263823,-0.0708409173560195,-0.031024694465215642,-0.017209130538887882,106,0.792,0.328,0.371,0.096,1
AL: Durrës,AL012,-0.04164860270843571,-0.05620746929161638,-0.02929012239478714,-0.013172773308945977,121,0.719,1.0,0.989,0.711,4
AL: Elbasan,AL021,-0.050353738387339114,-0.0710763800548668,-0.036069407985595665,-0.018400366777652624,101,0.842,0.498,0.756,0.317,2
