Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
LV: Pierīga,LV007,-0.028501333157557627,-0.0378516229535225,-0.0231095310494682,-0.011030741323600948,125,0.76,0.549,0.816,0.34,2
LV: Zemgale,LV009,-0.027283328377266693,-0.03437258482652023,-0.017693030825280197,-0.01051141525271981,125,0.72,1.0,0.597,0.43,3
LV: Rīga,LV006,-0.024355155215874464,-0.031838593276211344,-0.017064560489180626,-0.00958130592731456,127,0.732,1.0,1.0,0.732,4
LV: Latgale,LV005,-0.023664935923068526,-0.03091275813910747,-0.018245135422268088,-0.009480164607934442,124,0.702,0.463,0.054,0.018,1
LV: Vidzeme,LV008,-0.025212035696404674,-0.03464246264062279,-0.018597795978575166,-0.010033950260102807,120,0.717,0.259,0.01,0.002,1
LV: Kurzeme,LV003,-0.022578159391461745,-0.030622580147163677,-0.015033708905329549,-0.009361481868839656,128,0.664,0.713,0.413,0.196,1
