,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,PL213,-0.12472223489604724,-0.17390699718057745,-0.09873135359159187,-0.04606233980198417,96,0.875,1.0,0.027,0.024,1
1,PL214,-0.10575024357542645,-0.13833520903859403,-0.0811180400930877,-0.04322752140145272,103,0.845,0.987,0.042,0.035,1
2,PL217,-0.0829646823763713,-0.10857448314170708,-0.05734711114831189,-0.034309726904024535,118,0.797,0.372,0.465,0.138,1
3,PL218,-0.07962017136651017,-0.10198487561552726,-0.057248033510264106,-0.035200166272302866,117,0.812,0.569,0.518,0.239,2
4,PL219,-0.09408586209981759,-0.12843145870510947,-0.07937032299779727,-0.043402227641796645,108,0.843,0.769,0.725,0.47,3
5,PL225,-0.08332682817483389,-0.11252420270399563,-0.07287886663779933,-0.03765782924801224,127,0.787,0.987,0.624,0.485,3
6,PL227,-0.101637203100591,-0.13187244978701715,-0.08747369681521609,-0.04149178847214976,113,0.85,0.383,0.796,0.259,2
7,PL228,-0.08668491579162625,-0.1184891927737403,-0.06983228109991217,-0.04237964967312703,116,0.819,0.434,0.716,0.254,2
8,PL229,-0.09024496834969643,-0.11373431304148156,-0.07581993152640765,-0.042248809954871,119,0.84,0.573,0.517,0.249,2
9,PL22A,-0.10348648881159431,-0.14274093137452637,-0.08202033566486219,-0.046266192293315474,107,0.86,1.0,0.602,0.518,3
10,PL22B,-0.1139887770942681,-0.1536476887334099,-0.08697252116324405,-0.04747856971185944,106,0.877,0.497,0.675,0.294,2
11,PL22C,-0.09799268600647917,-0.13695403920658492,-0.079098348766124,-0.040896323822233245,118,0.856,0.662,0.581,0.329,2
12,PL411,-0.07872245247724645,-0.09972303931449393,-0.04821328090090901,-0.021345756899964527,114,0.675,0.528,0.583,0.208,2
