Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
AT: Mühlviertel,AT313,-0.03766196490755174,-0.055556735673070484,-0.03234271154671747,-0.013328381499713878,103,0.777,0.206,0.935,0.15,1
AT: Lungau,AT321,-0.03807440594647146,-0.05349810352644177,-0.03053376596509063,-0.01306375111800643,104,0.788,0.165,0.147,0.019,1
AT: Oststeiermark,AT224,-0.0363606463599519,-0.0544546547761561,-0.02880598872180469,-0.012026433476945101,108,0.759,0.498,0.964,0.364,2
AT: West- und Südsteiermark,AT225,-0.025151713950973723,-0.03942790199524362,-0.019004369153926306,-0.008414006974034029,114,0.675,0.377,0.926,0.236,2
AT: Pinzgau-Pongau,AT322,-0.03688987901691378,-0.04965265272799585,-0.031540848023483836,-0.011777056315726057,100,0.77,0.109,0.505,0.042,1
AT: Salzburg und Umgebung,AT323,-0.03206037831918434,-0.0460090172210583,-0.02561720936832788,-0.010993910633117108,109,0.752,0.178,0.939,0.126,1
AT: Steyr-Kirchdorf,AT314,-0.027484046332012926,-0.039385815447349384,-0.021616483442878042,-0.009902325092225025,118,0.695,0.248,0.812,0.14,1
AT: Traunviertel,AT315,-0.03588328127099066,-0.05164344063473811,-0.028683714604357625,-0.014457068559644414,102,0.804,0.212,0.858,0.146,1
AT: Außerfern,AT331,-0.03593504287366339,-0.05289549377689713,-0.028011117723426605,-0.013025448776763614,105,0.8,0.448,0.497,0.178,1
AT: Innsbruck,AT332,-0.034777833076268375,-0.05346248227928056,-0.029455370135826626,-0.011014297641504795,104,0.76,0.228,0.765,0.133,1
AT: Osttirol,AT333,-0.03665836434080912,-0.052902303710521556,-0.029928794675003617,-0.010281361975874722,107,0.738,0.227,0.01,0.002,1
AT: Tiroler Oberland,AT334,-0.03073445448328533,-0.03892138642745905,-0.023547896010259126,-0.012602888172076518,116,0.776,0.198,0.464,0.071,1
AT: Östliche Obersteiermark,AT223,-0.02718264400165034,-0.03526714559116281,-0.022348729657527218,-0.01114279042847288,114,0.754,0.184,0.78,0.108,1
AT: Sankt Pölten,AT123,-0.03159403528877656,-0.046477439320103134,-0.02619415811401915,-0.010800654261835543,115,0.748,0.379,0.908,0.257,2
AT: Westliche Obersteiermark,AT226,-0.036161921080161655,-0.054473301960412016,-0.026663864466824522,-0.012257547254866222,103,0.796,0.192,0.407,0.062,1
AT: Innviertel,AT311,-0.025019417271451645,-0.037158641266332226,-0.016162924306530803,-0.008693476070275725,112,0.679,0.74,0.932,0.468,3
AT: Mostviertel-Eisenwurzen,AT121,-0.028958839571179142,-0.04121940045565169,-0.025960508942707107,-0.008429136876350319,112,0.714,0.29,0.787,0.163,1
AT: Niederösterreich-Süd,AT122,-0.03642688380605789,-0.05491460081929431,-0.026663319116570806,-0.013348421219310808,102,0.833,0.13,0.886,0.096,1
AT: Waldviertel,AT124,-0.03440567541324532,-0.05215360221292789,-0.025878454582309043,-0.011632116422107281,108,0.769,0.502,0.567,0.219,2
AT: Linz-Wels,AT312,-0.028012069375072068,-0.043473161459519,-0.021095410936902245,-0.0083337247033728,117,0.709,0.768,0.998,0.543,3
AT: Tiroler Unterland,AT335,-0.026875286836922876,-0.037715359569823075,-0.020857979782478317,-0.013547268798935093,106,0.811,0.17,0.696,0.096,1
AT: Bludenz-Bregenzer Wald,AT341,-0.02500097532768869,-0.03890691988514222,-0.016518691791464812,-0.009903839187023186,114,0.711,0.423,0.778,0.234,2
AT: Rheintal-Bodenseegebiet,AT342,-0.027707427346853244,-0.03739954205585306,-0.01993577092126356,-0.010877943385094036,102,0.745,0.424,0.844,0.267,2
AT: Mittelburgenland,AT111,-0.02492732939827485,-0.03852779691437932,-0.017254825110712465,-0.009299876367518915,110,0.691,0.502,0.953,0.331,2
AT: Nordburgenland,AT112,-0.02712265719160454,-0.03588854951878511,-0.017790128811891032,-0.010515501418536983,112,0.741,0.832,0.963,0.594,3
AT: Südburgenland,AT113,-0.024952801025107486,-0.03458032314864185,-0.018423932833859312,-0.009179799759206287,122,0.721,0.548,0.936,0.37,2
AT: Wiener Umland/Südteil,AT127,-0.027467492433382767,-0.03891319373239635,-0.01873628808538442,-0.011137760060662166,115,0.748,0.88,0.998,0.657,4
AT: Unterkärnten,AT213,-0.02356958717339814,-0.03152772132604128,-0.016908188273245257,-0.008115421158216726,117,0.684,0.199,0.751,0.102,1
AT: Graz,AT221,-0.028194220181980183,-0.03510210038946008,-0.021618112942286407,-0.00974154015948647,109,0.716,0.38,0.966,0.263,2
AT: Liezen,AT222,-0.027853004357133233,-0.03205512799366901,-0.020475788502248904,-0.010151316120088263,112,0.732,0.081,0.222,0.013,1
AT: Wien,AT130,-0.025445118216116124,-0.032725482531434806,-0.018384146325695776,-0.010710701588288263,118,0.737,1.0,1.0,0.737,4
AT: Oberkärnten,AT212,-0.02792323619198829,-0.034893073612031075,-0.0208105175737044,-0.008445030491247656,114,0.711,0.193,0.506,0.069,1
AT: Wiener Umland/Nordteil,AT126,-0.026240783281783326,-0.03402976871661296,-0.017932063554779356,-0.008131890181289047,115,0.678,1.0,0.996,0.675,4
AT: Weinviertel,AT125,-0.02701659261312418,-0.037446604976132836,-0.020689742019059633,-0.010294556842242451,112,0.723,1.0,0.925,0.669,4
AT: Klagenfurt-Villach,AT211,-0.025014605816229094,-0.03470216124137587,-0.020127635165300514,-0.009599462138423963,115,0.704,0.194,0.789,0.108,1
