,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,DK011,-0.03055948841830547,-0.039751686230935994,-0.02263062899906934,-0.012831374475097388,125,0.784,1.0,0.709,0.556,3
1,DK012,-0.03055948841830547,-0.039751686230935994,-0.02263062899906934,-0.012831374475097388,125,0.784,1.0,0.109,0.085,1
2,DK013,-0.02979612588429785,-0.038559904659791276,-0.021972549426648377,-0.01371951920282183,125,0.8,0.947,0.994,0.753,4
3,DK014,-0.028968751544560356,-0.034087273779261226,-0.022104093780554786,-0.01271933155294325,115,0.757,1.0,0.479,0.363,2
4,DK021,-0.029801058797939844,-0.04152949230061415,-0.022342016424024,-0.012023768845102914,125,0.744,1.0,0.988,0.735,4
5,DK022,-0.028603988766563372,-0.03842721218649983,-0.021706317448437786,-0.010967539812128696,119,0.689,1.0,0.8,0.551,3
6,DK031,-0.028080901569286356,-0.03636285939516661,-0.021240217447397215,-0.00944251664738336,123,0.667,1.0,1.001,0.668,4
7,DK032,-0.026322879746904525,-0.034508857160405484,-0.01986521439758418,-0.010788188844334006,124,0.677,0.934,0.999,0.632,4
8,DK041,-0.030812733758106427,-0.04146030328829743,-0.019437385514419724,-0.011768710445259317,119,0.723,0.779,0.01,0.006,1
9,DK042,-0.029428267180461314,-0.039505098582028456,-0.020829780668015906,-0.01182765958352077,123,0.732,1.0,0.902,0.66,4
10,DK050,-0.029547439760741402,-0.03693756517518191,-0.019476876120688512,-0.011616135089000178,116,0.724,0.88,0.259,0.165,1
