Location,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
CZ: Hlavní město Praha,CZ010,-0.03433142061931213,-0.05176446609071329,-0.026727252730026248,-0.012543000698277417,113,0.752,1.0,1.0,0.752,4
CZ: Středočeský kraj,CZ020,-0.03294590174043923,-0.047637064340809755,-0.02444051123964296,-0.010232597364979052,113,0.708,1.0,0.809,0.573,3
CZ: Ústecký kraj,CZ042,-0.032626534800205116,-0.043355566039927795,-0.02448731718002915,-0.013678427520610131,110,0.773,0.6,0.811,0.376,2
CZ: Liberecký kraj,CZ051,-0.031209266284139732,-0.040737362221552026,-0.027591163185056104,-0.014515755037151053,120,0.792,0.542,0.83,0.356,2
CZ: Královéhradecký kraj,CZ052,-0.028921697887040618,-0.039377994057810804,-0.026365365008746464,-0.012369213918492815,118,0.754,0.89,0.772,0.518,3
CZ: Jihočeský kraj,CZ031,-0.031074874208422414,-0.045719817214342574,-0.0260389360657729,-0.012444071088575672,117,0.761,0.67,0.01,0.005,1
CZ: Pardubický kraj,CZ053,-0.033030501922420706,-0.046891609491187376,-0.027202089489455662,-0.014215052994697556,109,0.771,0.827,0.56,0.357,2
CZ: Moravskoslezský kraj,CZ080,-0.0308661395862059,-0.04107108052443252,-0.025012237547259772,-0.0116244879879821,112,0.741,1.0,0.999,0.74,4
CZ: Olomoucký kraj,CZ071,-0.03241571207838242,-0.04285720346016175,-0.025641964163182325,-0.012707844815277185,114,0.763,0.896,0.801,0.548,3
CZ: Karlovarský kraj,CZ041,-0.03527426077058757,-0.04964723074378625,-0.027826378251116765,-0.012766903502209485,108,0.787,0.489,0.657,0.253,2
CZ: Kraj Vysočina,CZ063,-0.036897840294758254,-0.05282980527774845,-0.027389127931848906,-0.013276974294522516,104,0.769,0.804,0.201,0.124,1
CZ: Jihomoravský kraj,CZ064,-0.03343929618277965,-0.04370653946458727,-0.026399704166456067,-0.014085349226112789,108,0.787,1.0,0.791,0.623,4
CZ: Plzeňský kraj,CZ032,-0.03902272556737633,-0.05036871054717458,-0.029666460426148324,-0.01461625559838269,107,0.794,0.665,0.082,0.043,1
CZ: Zlínský kraj,CZ072,-0.03198510014122504,-0.03914470580028107,-0.02439010161159003,-0.013986234688775127,107,0.804,0.952,0.933,0.714,4
