,NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
0,PT111,-0.05418983643408752,-0.0738541888743179,-0.037522224493685474,-0.010614856026832431,107,0.654,0.47,0.936,0.288,2
1,PT112,-0.05873080934726453,-0.07764862627785857,-0.037401947517933,-0.009989475995059451,109,0.633,0.508,0.911,0.293,2
2,PT119,-0.06072642472092108,-0.08718937610228181,-0.036007364059566824,-0.008566024875613627,109,0.624,0.78,0.989,0.481,3
3,PT11A,-0.06072729359488173,-0.08600496047755607,-0.035896262320930156,-0.011853665213603294,108,0.667,0.266,0.322,0.057,1
4,PT11B,-0.06832505593210109,-0.09350025277110391,-0.04293742230388783,-0.014928095170137438,99,0.707,0.296,0.053,0.011,1
5,PT11C,-0.05820188027917874,-0.08135429605884117,-0.03395874138602399,-0.010274970728356139,112,0.661,0.743,0.83,0.408,3
6,PT11D,-0.06828679432078379,-0.09673914167451206,-0.045577429564729995,-0.016715988069582424,100,0.73,0.878,0.755,0.484,3
7,PT11E,-0.0583007174976398,-0.07811762667111974,-0.03429516850394659,-0.013082526490251578,111,0.649,0.721,0.569,0.266,2
8,PT150,-0.07514637991222961,-0.12720195977858795,-0.040942023857707135,-0.01245572767828136,104,0.702,0.912,0.157,0.101,1
9,PT16B,-0.07564443176631966,-0.10733782855946263,-0.04348476952908677,-0.017998750630448975,100,0.74,0.4,0.096,0.028,1
10,PT16D,-0.07171530651067576,-0.10219505516931032,-0.04395517838617298,-0.014135474291505334,102,0.676,1.0,1.0,0.676,4
11,PT16E,-0.07467853570139214,-0.11195231785967336,-0.04499604762580188,-0.01611809352604497,103,0.699,0.349,0.027,0.007,1
12,PT16F,-0.0703920715804257,-0.10334150963297602,-0.04288566756165584,-0.014425445064316186,102,0.725,0.219,0.222,0.035,1
13,PT16G,-0.07130948823817736,-0.10317542159798987,-0.04716419928311425,-0.01716624026345369,103,0.738,0.588,0.937,0.407,3
14,PT16H,-0.07395388685238306,-0.10594494167715625,-0.03846690723076958,-0.015930421485126762,100,0.71,0.136,0.162,0.016,1
15,PT16I,-0.07290127496665373,-0.11214096841662076,-0.040957650536176296,-0.015247434648080207,100,0.68,1.0,0.183,0.124,1
16,PT16J,-0.07033039434038776,-0.10770565593657472,-0.043272740085744436,-0.014943570788312275,107,0.71,0.335,0.858,0.204,2
17,PT170,-0.07961897757132391,-0.12192493815051621,-0.05135281187860611,-0.023382373340935694,95,0.779,0.979,0.01,0.008,1
18,PT181,-0.0664438884086904,-0.10198401940383592,-0.03767152216247154,-0.011143539978038214,103,0.641,0.705,0.804,0.363,2
19,PT184,-0.07534808821068661,-0.1284208462856254,-0.03744657826594334,-0.01086945347620707,101,0.644,0.669,0.465,0.2,1
20,PT185,-0.07481985127761738,-0.11953675239674784,-0.037473933003715085,-0.011800531199551694,101,0.644,0.566,0.523,0.191,1
21,PT186,-0.08208030195536167,-0.12709354033234252,-0.035159630385384666,-0.017259971000247676,93,0.699,0.648,0.468,0.212,2
22,PT187,-0.07920488840575121,-0.11066467248403641,-0.03832764079049668,-0.012571809494775335,100,0.67,1.0,0.253,0.17,1
