NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw
LV007,-0.030795098890590903,-0.04152289327074986,-0.02292778632797189,-0.010180473165807847,116,0.69
LV009,-0.027836838503930254,-0.034693066245434896,-0.019470889239285638,-0.007492884675430587,118,0.678
LV006,-0.02849870520771358,-0.04055531854461843,-0.020979598597499562,-0.01138078891972396,116,0.724
LV005,-0.029447160574853495,-0.042401738690451246,-0.020353401368402673,-0.011097792370143451,120,0.742
LV008,-0.025721106945923597,-0.0368821338633293,-0.017441557350003876,-0.007658348495052663,110,0.636
LV003,-0.029628782221522678,-0.03943744234304378,-0.024485257228614513,-0.011993686937354229,111,0.757
