"NUTS_ID","cropland","livestock","waterstress","population"
"EL54",0.0290184335155889,0.18281429073691,0.0240318930977557,0.00460225394520985
"EL61",0.149685964971406,0.0320251812475644,0.12984325916364,0.0066494388188319
"EL62",0.0433680524183387,0.00980117160456575,0.00551716870408701,0.0117561781053582
"EL63",0.057403928191973,0.0493547788115482,0.0397499494855558,0.00761911241174734
"EL64",0.069922790782879,0.0430509971765749,0.151920439180344,0.00445420452720818
"EL65",0.042223710520357,0.0239271239205603,0.0657885610575751,0.00467071344750532
"ES11",0.024396876898046,0.0816100420879177,0.0268443064514152,0.0121616288657725
"ES12",0.00736222443204875,0.00929419190979869,0.0246014628510095,0.0130054855449895
"ES13",0.0101030401451204,0.013399436595028,0.0210714095028509,0.0145647421625637
"ES21",0.0638600619695469,0.03022126003895,0.0406052817963808,0.040618716202511
"ES22",0.11731743318232,0.0728456052250155,0.204331476950321,0.00801431731839393
"ES23",0.119160887968848,0.0709365731814646,0.134284851282186,0.00810578596671771
"ES24",0.0982138927282813,0.083062262638797,0.27575211464003,0.0033690925011546
"ES30",0.103358401811872,0.0582214719179454,0.111400186671004,0.110073832985897
"ES41",0.132541574145563,0.0398306938100908,0.106863404521636,0.00313546378874482
"ES42",0.128493372261804,0.0493734359220776,0.292537356250341,0.00311081499874105
"ES43",0.0749694268494792,0.0374348394453906,0.0972071623896884,0.00311837414811625
"ES51",0.0878312548602947,0.189804332790177,0.107594565825699,0.0314326631039336
"ES52",0.0918660728490572,0.0965047954794711,0.434157595042037,0.0287399423588618
"ES53",0.0796909284750758,0.0166316019234889,0.0793597170003928,0.0308761782080252
"ES61",0.141536654379968,0.0443379172029188,0.285989344974356,0.0126517324131451
"ES62",0.101851056784413,0.0784405358082108,1,0.0173386978404577
"ES63",0.0595555653796117,0.0713491698480826,0.0936253700899769,0.573204418039594
"ES64",1,0.0408794342126994,0.686219602187237,0.81289574883281
"ES70",0.0152987187765045,0.0252612759437555,0.172821781399049,0.0388268668917348
"FI19",0.0182353930023442,0.00845729925023432,0.0294945888830044,0.0024879009571261
"FI1B",0.112808518238039,0.000978812999439161,0.0757145801887467,0.0231164783968168
"FI1C",0.0643866374032075,0.00851336686536059,0.0239671277507261,0.00409387032848237
"FI1D",0.00353844091285876,0.000489646051238328,0.0053581241158223,0.000353070635995699
"FI20",0.0317780756548456,0.000567210106935938,0.00263881065874133,0.00250869489142075
"FR10",0.225615122470323,0.0105571646791197,0.144497362717304,0.136639936303673
"FRB0",0.208109340587437,0.0287508028961445,0.0838299741612383,0.00845220490842617
"FRC1",0.133794532558077,0.0342375008823417,0.0188750135216899,0.00659633807013886
"FRC2",0.067567232800022,0.0146156956939825,0.0210166930885702,0.00943332498203481
"FRD1",0.0981399118989875,0.0507463200131254,0.0266249293354503,0.0109120599355412
"FRD2",0.180278662228493,0.0158571970664098,0.0963802054002905,0.0201004064398856
"FRE1",0.202659963409193,0.100114375177364,0.0977178598564536,0.044241211172889
"FRE2",0.252667993438922,0.0137901245345847,0.0551162158801711,0.0130835180557746
"FRF1",0.131129998984381,0.0197118827180853,0.0349589181456011,0.0304794775901929
"FRF2",0.19139694908221,0.0199468121129034,0.0206934542125844,0.00662741352442223
"FRF3",0.108234754359409,0.0113086273768294,0.040124423506632,0.01304682405202
"FRG0",0.12488352002331,0.422243409110157,0.0288080731538936,0.0153276376212683
"FRH0",0.0952930744717957,0.466011412778742,0.027269486267305,0.0160253387153399
"FRI1",0.0836810633358188,0.0723882482361096,0.0325514700851215,0.0106510367782164
"FRI2",0.0299318761284399,0.0240426793039491,0.0119411195850505,0.00544649611117297
"FRI3",0.195704491191686,0.102946936688909,0.0334092551280591,0.00906096642406038
