NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
AL011,-0.046111288714881585,-0.0728897182822562,-0.03131592467224806,-0.01554230364716416,108,0.574,0.399,0.813,0.186,1
AL012,-33.274245905394004,-33.274245905394004,-33.274245905394004,-33.274245905394004,1,1.0,1.0,0.992,0.992,5
AL013,-0.020955601774961984,-0.030284461126158922,-0.016195569240203853,-0.007209274275264894,39,0.385,0.469,0.602,0.109,1
AL014,-6.7868167836628315,-7.692982216724973,-6.260371066639977,-5.617428492089262,3,1.0,1.0,1.0,1.0,5
AL015,-0.0012111001449353275,-0.0012111001449353275,-0.0012111001449353275,-0.0012111001449353275,1,0.05,0.18,0.668,0.006,1
AL021,-0.05199105268300231,-0.06599246912274022,-0.03619230370621983,-0.018259605969148975,110,0.645,0.452,0.769,0.224,2
AL022,-0.06147175605681957,-0.08261416280973649,-0.051595650736002946,-0.024568006151473244,110,0.727,0.148,0.01,0.001,1
AL031,-0.875425453789404,-1.0061933417035949,-0.6370283752919409,-0.42361741754459015,18,1.0,0.141,0.645,0.091,1
AL032,-0.08565561334372032,-0.12502796951606565,-0.0695201767633922,-0.025954191145787817,86,0.744,0.179,0.324,0.043,1
AL033,-0.025990702279656004,-0.037425437751324314,-0.017091828542125174,-0.005903817081152676,65,0.385,0.306,0.8,0.094,1
AL034,-0.05373688233358325,-0.07558660381175061,-0.040311550636958356,-0.016746605103741093,93,0.656,1.0,0.984,0.646,4
AL035,-0.22036629124584217,-0.3169995381813362,-0.20508281637472214,-0.08634211626192942,48,0.854,0.476,0.931,0.378,2
