"NUTS_ID","cropland","livestock","population","waterstress"
"DE133",0.30973650466258,5286.68323863636,510.837586606171,0.0770647634159435
"DE134",0.228377703186841,6297.49252717391,368.839325392473,0.0770647629447605
"DE135",0.233063885282103,7846.17391304348,298.947576045741,0.404460989910623
"DE136",0.208949083354555,8797.34090909091,312.688766178036,0.235940066250888
"DE137",0.208209197414851,9495.43274456522,307.212714310362,0.264845723691194
"DE138",0.365357313711184,21954.1160714286,408.719190753401,0.111674674919673
"DE139",0.182670161531041,8195.33894230769,818.562135758842,0.0774796284162081
"DE13A",0.223282577321061,16322.21875,311.175527747833,0.0833568440543281
"DE141",0.284955136418888,12440.5830078125,382.357133343641,0.395607799291611
"DE142",0.547212723081625,12357.0520833333,701.492923621426,0.555398888058133
"DE143",0.167069987871068,12066.3415178571,335.53224896901,0.426491805485317
"DE144",0.95,16380.990234375,1984.59222348841,0.254615694284439
"DE145",0.567844414203859,16928.5951704545,402.756594125371,0.281959620389071
"DE146",0.462528358723458,21645.165625,229.110360360405,0.250446605682373
"DE147",0.259547857163907,14134.7957589286,299.676396713191,0.0997629421097892
"DE148",0.184813480505596,19968.8804347826,259.31576764341,0.156732165295145
"DE149",0.383507726609529,17711.2652027027,191.753825032373,0.227572801950816
"DE211",0.95,7588.00130208333,1552.97661664569,0.0431151141722997
"DE212",0.208881600539389,3724.01231971154,5227.98879036774,0.0776735727603619
"DE213",0.185268537389831,10020.3828125,3998.90735336476,0.0379406325519085
"DE214",0.612666560329486,24227.4717261905,319.663912184218,0.0379406327293033
"DE215",0.0182156086986034,6166.33649553571,265.089800489101,0.0379406341484615
"DE216",0.0102087836047997,5684.484375,161.943756613928,0.076431930065155
"DE217",0.734193789282051,10130.6696428571,918.704210765887,0.0694453773044404
"DE218",0.252288688554377,10293.8235294118,321.81352837029,0.0566384932574104
"DE219",0.498368497122418,10211.7601351351,259.154781071103,0.260571015847696
"DE21A",0.672717856971939,14671.6674107143,294.556509553565,0.0574556248528617
"DE21B",0.676414084496113,14112.185,309.10754533208,0.0689264106750488
"DE21C",0.563813492185078,9315.75,640.634466450511,0.0702681882040841
"DE21D",0.00015628710014392,3959.65966796875,105.956108270389,0.0807113945484161
"DE21E",0.276126040130938,10214.2130681818,172.976485305999,0.0994728261774236
"DE21F",0.0205859026827053,6315.243125,169.335494689223,0.0490658569335937
"DE21G",0.595756915620374,21977.3925,189.768644202411,0.0370475578308105
"DE21H",0.292868435192618,5978.596875,2099.62468799043,0.0760842657089233
"DE21I",0.686696917266631,10630.1770833333,264.807166072532,0.0431151141722997
"DE21J",0.679160991978087,11708.63875,283.793746669023,0.0486444711685181
"DE21K",0.0499262491755983,9962.71577380952,270.333439996046,0.0388866549446469
"DE21L",0.133378867742724,6475.92534722222,463.168731719477,0.0776735875341627
"DE21M",0.133907330963626,12600.2957317073,152.461262468722,0.0379406330062122
"DE21N",0.00962073695512102,9157.86995967742,187.792464033497,0.0964883911994196
"DE221",0.95,34741.2213541667,2049.22681649341,0.0776735842227936
"DE222",0.688289619610265,35045.01875,1359.40987521206,0.0224582195281982
"DE223",0.95,36561.125,948.345704078973,0.0317866280674934
"DE224",0.468444749929103,31645.5092592593,193.181251063704,0.0301987815786291
"DE225",0.0381045135973267,14720.0603448276,115.432939201804,0.0423791244112212
"DE226",0.538837760611033,29202.546875,196.207709386012,0.104646705091
"DE227",0.735227631505249,36351.1951219512,214.176275805042,0.0446876403762073
"DE228",0.403215114374562,35194.3583333333,210.887467035529,0.0262281523810493
"DE229",0.0191047919807679,12218.4486607143,97.869446680343,0.0313477345875331
"DE22A",0.627737935302367,46967.7948717949,163.057259863394,0.0310708345511021
"DE22B",0.599437313615848,32598.6730769231,187.076244949904,0.0341398012943757
"DE22C",0.86445768235818,40295.8333333333,167.382037770764,0.0405720353126526
"DE231",0.853289021874786,25094.044921875,1386.7441000023,0.214595139026642
"DE232",0.95,25626.7291666667,2659.23073169502,0.0277101993560791
"DE233",0.866877028987182,21739.5892857143,998.035426245671,0.214595147541591
"DE234",0.271777961112108,22662.953525641,153.281567109799,0.277569061670548
"DE235",0.177733871031656,25248.5388888889,104.45563239724,0.0610285970899794
"DE236",0.39115888345213,24094.2631578947,146.251467118909,0.348906341351961
"DE237",0.252586128644303,20503.2526595745,145.657756650477,0.228761328027603
"DE238",0.48141221925751,27486.2790697674,280.268355047486,0.117995129075161
"DE239",0.279013219807425,24129.4912790698,135.753013259978,0.172081514846447
"DE23A",0.258815382608091,17007.1814516129,134.55425038405,0.206371691919142
"DE241",0.95,3446.344140625,2193.01521947011,0.547501468658447
"DE242",0.531347685442625,5885.99169921875,1519.5549947369,0.547501444816589
"DE243",0.95,4990.625,2024.07092820583,0.547501484553019
"DE244",0.95,7691.4640625,1154.79188204461,0.516898250579834
"DE245",0.415003076437441,5094.56081081081,226.782015127392,0.547501435150971
"DE246",0.257796956239622,9125.9671474359,178.817184718915,0.495682594103691
"DE247",0.545693652268104,7753.06793478261,306.709460784103,0.539337738700535
"DE248",0.330319784860351,5399.622265625,340.965045468749,0.547501468658447
"DE249",0.382100925751828,6768.23599137931,207.221799563105,0.514106092781856
"DE24A",0.185197994886332,5849.12648809524,168.823356549576,0.541672252473377
