Location,NUTS_ID,hazard_raw,exposure_raw,vulnerability_raw,risk_raw,risk_cat
DE: Harburg,DE933,0.731,0.352,0.437,0.112,1
DE: Lüchow-Dannenberg,DE934,0.74,0.476,0.881,0.31,2
"DE: Lüneburg, Landkreis",DE935,0.792,0.38,0.867,0.261,2
DE: Siegen-Wittgenstein,DEA5A,0.824,0.184,0.694,0.105,1
DE: Soest,DEA5B,0.775,0.609,0.692,0.327,2
DE: Hamburg,DE600,0.794,0.334,0.01,0.003,1
"DE: Darmstadt, Kreisfreie Stadt",DE711,0.728,0.291,0.371,0.079,1
"DE: Frankfurt am Main, Kreisfreie Stadt",DE712,0.786,0.83,0.373,0.243,2
"DE: Offenbach am Main, Kreisfreie Stadt",DE713,0.753,1.0,0.373,0.281,2
"DE: Wiesbaden, Kreisfreie Stadt",DE714,0.777,0.378,0.463,0.136,1
DE: Bergstraße,DE715,0.778,0.342,0.486,0.129,1
DE: Unna,DEA5C,0.745,0.614,0.695,0.318,2
"DE: Koblenz, Kreisfreie Stadt",DEB11,0.784,0.165,0.869,0.112,1
DE: Osterholz,DE936,0.753,0.461,0.461,0.16,1
DE: Vorpommern-Rügen,DE80L,0.755,0.534,0.967,0.39,2
DE: Schaumburg,DE928,0.782,0.816,0.818,0.522,3
DE: Region Hannover,DE929,0.757,0.614,0.862,0.401,3
"DE: Osnabrück, Kreisfreie Stadt",DE944,0.754,0.941,0.865,0.614,4
"DE: Wilhelmshaven, Kreisfreie Stadt",DE945,0.742,0.578,0.862,0.37,2
DE: Celle,DE931,0.756,0.472,0.861,0.307,2
DE: Hildesheim,DE925,0.744,0.836,0.86,0.535,3
DE: Werra-Meißner-Kreis,DE737,0.736,0.499,0.508,0.187,1
"DE: Rostock, Kreisfreie Stadt",DE803,0.738,0.866,0.963,0.615,4
"DE: Schwerin, Kreisfreie Stadt",DE804,0.736,0.969,0.965,0.688,4
DE: Hameln-Pyrmont,DE923,0.739,0.685,0.843,0.427,3
DE: Holzminden,DE926,0.746,0.626,0.775,0.362,2
DE: Nienburg (Weser),DE927,0.845,0.851,0.832,0.598,3
DE: Cuxhaven,DE932,0.788,0.268,0.717,0.151,1
DE: Mecklenburgische Seenplatte,DE80J,0.8,0.532,0.957,0.407,3
"DE: Osnabrück, Landkreis",DE94E,0.796,0.822,0.833,0.545,3
DE: Vechta,DE94F,0.795,0.994,0.86,0.68,4
DE: Wesermarsch,DE94G,0.834,0.656,0.743,0.406,3
DE: Olpe,DEA59,0.818,0.128,0.692,0.072,1
DE: Landkreis Rostock,DE80K,0.798,0.606,0.96,0.464,3
"DE: Oldenburg, Landkreis",DE94D,0.773,0.831,0.861,0.553,3
DE: Aurich,DE947,0.773,0.662,0.86,0.44,3
DE: Cloppenburg,DE948,0.752,1.0,0.86,0.647,4
DE: Lörrach,DE139,0.77,0.2,0.585,0.09,1
DE: Kelheim,DE226,0.748,0.567,0.455,0.193,1
DE: Eichstätt,DE219,0.79,0.525,0.457,0.19,1
DE: Emsland,DE949,0.746,0.987,0.832,0.613,4
"DE: Hof, Landkreis",DE249,0.761,0.717,0.481,0.262,2
DE: Erding,DE21A,0.77,0.708,0.458,0.25,2
DE: Freising,DE21B,0.741,0.712,0.457,0.241,2
DE: Dahme-Spreewald,DE406,0.783,0.943,0.932,0.688,4
DE: Elbe-Elster,DE407,0.731,0.518,0.926,0.351,2
DE: Friesland (DE),DE94A,0.769,0.746,0.862,0.495,3
DE: Grafschaft Bentheim,DE94B,0.782,1.0,0.814,0.637,4
DE: Leer,DE94C,0.758,0.825,0.85,0.532,3
"DE: Landshut, Landkreis",DE227,0.76,0.774,0.457,0.269,2
"DE: Passau, Landkreis",DE228,0.75,0.43,0.493,0.159,1
DE: Rottweil,DE135,0.763,0.56,0.536,0.229,2
DE: Schwarzwald-Baar-Kreis,DE136,0.761,0.318,0.536,0.13,1
DE: Altötting,DE214,0.72,0.645,0.466,0.216,2
DE: Neumarkt i. d. OPf.,DE236,0.771,0.515,0.455,0.181,1
DE: Neustadt a. d. Waldnaab,DE237,0.763,0.337,0.468,0.12,1
DE: Tuttlingen,DE137,0.769,0.359,0.535,0.148,1
DE: Weilheim-Schongau,DE21N,0.703,0.124,0.456,0.04,1
"DE: Landshut, Kreisfreie Stadt",DE221,0.754,1.0,0.459,0.346,2
"DE: Passau, Kreisfreie Stadt",DE222,0.728,0.725,0.529,0.279,2
"DE: Straubing, Kreisfreie Stadt",DE223,0.779,1.0,0.456,0.355,2
DE: Deggendorf,DE224,0.803,0.493,0.454,0.18,1
DE: Freyung-Grafenau,DE225,0.769,0.063,0.461,0.022,1
DE: Miltenberg,DE269,0.765,0.766,0.453,0.265,2
DE: Main-Spessart,DE26A,0.796,0.765,0.453,0.276,2
DE: Ebersberg,DE218,0.774,0.266,0.458,0.094,1
DE: Uelzen,DE93A,0.765,0.232,0.861,0.153,1
DE: Verden,DE93B,0.778,0.653,0.416,0.211,2
"DE: Delmenhorst, Kreisfreie Stadt",DE941,0.811,0.621,0.589,0.297,2
"DE: Emden, Kreisfreie Stadt",DE942,0.773,0.636,0.861,0.423,3
"DE: Oldenburg (Oldenburg), Kreisfreie Stadt",DE943,0.769,0.772,0.863,0.512,3
"DE: Stuttgart, Stadtkreis",DE111,0.78,0.849,0.542,0.359,2
DE: Berchtesgadener Land,DE215,0.765,0.042,0.423,0.014,1
DE: Bad Tölz-Wolfratshausen,DE216,0.771,0.092,0.457,0.032,1
DE: Dachau,DE217,0.767,0.773,0.461,0.273,2
"DE: Wolfsburg, Kreisfreie Stadt",DE913,0.769,0.895,0.861,0.593,3
"DE: Salzgitter, Kreisfreie Stadt",DE912,0.742,1.0,0.861,0.639,4
DE: Konstanz,DE138,0.735,0.385,0.586,0.166,1
DE: Kulmbach,DE24B,0.736,0.765,0.456,0.257,2
DE: Lichtenfels,DE24C,0.743,0.781,0.455,0.264,2
DE: Weißenburg-Gunzenhausen,DE25C,0.738,0.607,0.455,0.204,2
"DE: Aschaffenburg, Kreisfreie Stadt",DE261,0.75,0.765,0.458,0.263,2
"DE: Schweinfurt, Kreisfreie Stadt",DE262,0.759,0.938,0.459,0.327,2
"DE: Würzburg, Kreisfreie Stadt",DE263,0.752,1.0,0.459,0.345,2
DE: Freudenstadt,DE12C,0.745,0.488,0.536,0.195,1
"DE: Regensburg, Landkreis",DE238,0.768,0.507,0.456,0.178,1
DE: Schwandorf,DE239,0.731,0.316,0.457,0.106,1
DE: Kitzingen,DE268,0.751,0.83,0.454,0.283,2
DE: Neu-Ulm,DE279,0.734,0.548,0.492,0.198,1
"DE: Erlangen, Kreisfreie Stadt",DE252,0.719,0.811,0.46,0.268,2
"DE: Fürth, Kreisfreie Stadt",DE253,0.765,1.0,0.462,0.353,2
"DE: Braunschweig, Kreisfreie Stadt",DE911,0.752,1.0,0.863,0.649,4
DE: Regen,DE229,0.736,0.043,0.478,0.015,1
"DE: Aschaffenburg, Landkreis",DE264,0.761,0.765,0.439,0.256,2
"DE: München, Kreisfreie Stadt",DE212,0.714,0.45,0.464,0.149,1
"DE: Rosenheim, Kreisfreie Stadt",DE213,0.81,0.368,0.459,0.137,1
"DE: Nürnberg, Kreisfreie Stadt",DE254,0.768,0.807,0.462,0.286,2
"DE: Schwabach, Kreisfreie Stadt",DE255,0.739,1.0,0.459,0.339,2
DE: Altenkirchen (Westerwald),DEB13,0.781,0.093,0.818,0.059,1
DE: Bad Kreuznach,DEB14,0.734,0.032,0.867,0.02,1
DE: Birkenfeld,DEB15,0.766,0.067,0.855,0.044,1
"DE: Magdeburg, Kreisfreie Stadt",DEE03,0.768,0.892,0.933,0.639,4
"DE: Freiburg im Breisgau, Stadtkreis",DE131,0.763,0.659,0.54,0.272,2
DE: Breisgau-Hochschwarzwald,DE132,0.758,0.322,0.56,0.137,1
DE: Bodenseekreis,DE147,0.807,0.273,0.586,0.129,1
DE: Mühldorf a. Inn,DE21G,0.79,0.627,0.455,0.225,2
"DE: München, Landkreis",DE21H,0.793,0.349,0.462,0.128,1
DE: Neuburg-Schrobenhausen,DE21I,0.783,0.723,0.456,0.258,2
DE: Pfaffenhofen a. d. Ilm,DE21J,0.759,0.715,0.456,0.247,2
DE: Meißen,DED2E,0.762,0.741,0.9,0.508,3
DE: Sächsische Schweiz-Osterzgebirge,DED2F,0.8,0.34,0.916,0.249,2
DE: Ennepe-Ruhr-Kreis,DEA56,0.763,0.234,0.696,0.124,1
"DE: Rosenheim, Landkreis",DE21K,0.803,0.062,0.467,0.023,1
DE: Starnberg,DE21L,0.799,0.141,0.458,0.052,1
DE: Traunstein,DE21M,0.753,0.142,0.467,0.05,1
DE: Ravensburg,DE148,0.742,0.24,0.527,0.094,1
DE: Sigmaringen,DE149,0.762,0.413,0.534,0.168,1
"DE: Ingolstadt, Kreisfreie Stadt",DE211,0.769,1.0,0.458,0.352,2
DE: Kronach,DE24A,0.8,0.757,0.51,0.309,2
DE: Wunsiedel i. Fichtelgebirge,DE24D,0.8,0.383,0.532,0.163,1
"DE: Ansbach, Kreisfreie Stadt",DE251,0.798,1.0,0.456,0.364,2
DE: Rotenburg (Wümme),DE937,0.784,0.493,0.859,0.332,2
DE: Heidekreis,DE938,0.843,0.453,0.86,0.328,2
DE: Ammerland,DE946,0.802,1.0,0.862,0.691,4
DE: Bad Kissingen,DE265,0.785,0.744,0.444,0.259,2
"DE: Bayreuth, Landkreis",DE246,0.788,0.691,0.455,0.248,2
"DE: Coburg, Landkreis",DE247,0.792,0.754,0.55,0.328,2
DE: Forchheim,DE248,0.795,0.765,0.458,0.279,2
DE: Rhön-Grabfeld,DE266,0.755,0.739,0.505,0.282,2
DE: Haßberge,DE267,0.779,0.765,0.453,0.27,2
DE: Ortenaukreis,DE134,0.787,0.24,0.684,0.129,1
DE: Cham,DE235,0.759,0.199,0.476,0.072,1
DE: Stade,DE939,0.774,0.506,0.736,0.288,2
DE: Emmendingen,DE133,0.766,0.326,0.554,0.138,1
DE: Nordfriesland,DEF07,0.755,0.313,0.897,0.212,2
DE: Ilm-Kreis,DEG0F,0.746,0.687,0.932,0.478,3
DE: Odenwaldkreis,DE71B,0.773,0.77,0.391,0.233,2
"DE: Offenbach, Landkreis",DE71C,0.773,0.765,0.378,0.224,2
DE: Weimarer Land,DEG0G,0.771,1.0,0.931,0.718,4
DE: Sonneberg,DEG0H,0.767,0.738,0.807,0.457,3
DE: Alzey-Worms,DEB3B,0.779,0.061,0.793,0.038,1
DE: Bad Dürkheim,DEB3C,0.803,0.064,0.868,0.045,1
DE: Donnersbergkreis,DEB3D,0.763,0.029,0.867,0.019,1
"DE: Halle (Saale), Kreisfreie Stadt",DEE02,0.74,1.0,0.933,0.69,4
DE: Ostholstein,DEF08,0.746,0.546,0.88,0.358,2
DE: Börde,DEE07,0.746,0.79,0.929,0.547,3
DE: Burgenlandkreis,DEE08,0.783,1.0,0.928,0.727,4
"DE: Hamm, Kreisfreie Stadt",DEA54,0.801,1.0,0.693,0.555,3
"DE: Herne, Kreisfreie Stadt",DEA55,0.748,0.649,0.697,0.338,2
"DE: Kassel, Kreisfreie Stadt",DE731,0.747,0.742,0.371,0.206,2
DE: Reutlingen,DE141,0.776,0.547,0.537,0.228,2
DE: Wittmund,DE94H,0.786,0.669,0.859,0.452,3
"DE: Düsseldorf, Kreisfreie Stadt",DEA11,0.797,0.564,0.695,0.312,2
DE: Rhein-Neckar-Kreis,DE128,0.737,0.5,0.53,0.195,1
"DE: Pforzheim, Stadtkreis",DE129,0.737,0.515,0.54,0.205,2
DE: Calw,DE12A,0.79,0.662,0.538,0.281,2
DE: Enzkreis,DE12B,0.773,0.51,0.538,0.212,2
"DE: Gießen, Landkreis",DE721,0.765,0.488,0.369,0.138,1
DE: Lahn-Dill-Kreis,DE722,0.777,0.141,0.398,0.044,1
DE: Limburg-Weilburg,DE723,0.77,0.356,0.515,0.141,1
