"NUTS_ID","cropland","waterstress","population"
"AL01",0.358880037990619,0.143573611540958,0.00743643975814609
"AL02",0.484497607062211,0.211610127022781,0.0171185189471551
"AL03",0.481634768945185,0.229803189885626,0.00635026273432397
"AT11",0.677946198578119,0.00355667795682427,0.0122301364537375
"AT12",0.545150204230632,0.0215789339798965,0.0194193058833603
"AT13",0.247418090365282,0.00722411121155089,0.197314262780424
"AT21",0.118188553845528,0.0111187437984877,0.00631910041079688
"AT22",0.19164900170484,0.00980810859959554,0.00758467450266274
"AT31",0.404621473454766,0.00826882920767839,0.0121348529314179
"AT32",0.0128895234690114,0.00913219874546272,0.00726490843363315
"AT33",0.0126054229885911,0.0156827590633415,0.00472377703942876
"AT34",0.0719353015533812,0.0236564998348551,0.0153855455390768
"BE10",0.179170559874611,0.511945373333566,0.288333790569856
"BE21",0.866486953311403,0.423232516736058,0.0766676728909509
"BE22",0.80725235378998,0.404091407602269,0.0725118159581513
"BE23",1,0.508514436372415,0.072430353993931
"BE24",1,0.511945246745412,0.117280686678396
"BE25",1,0.472995973769718,0.0618827236601022
"BE31",1,0.486191097741627,0.12594366361455
"BE32",1,0.448543651856059,0.0798566052107968
"BE33",0.232902046683198,0.211921227383184,0.0457150235457058
"BE34",0.121017631932066,0.182169391623409,0.00885158319072227
"BE35",0.523714936835561,0.22309987890979,0.0243998462914682
"BG31",0.628840527560635,0.00947454973072839,0.0030341975019484
"BG32",0.617512622017952,0.00704076455618088,0.00482380592350919
"BG33",0.728115509931786,0.0042572226247629,0.00436055377951925
"BG34",0.651807651064179,0.0348274184517319,0.0033190506036035
"BG41",0.220004577166512,0.0914019642686304,0.00650287554531818
"BG42",0.482152582646561,0.122497729118087,0.00452871068608272
"CH01",0.240594880930387,0.0224977907890171,0.0177674754097045
"CH02",0.356455710480802,0.0154437201770609,0.0231551111737966
"CH03",0.722285174837342,0.0161452093239782,0.0699934440070607
"CH04",0.673604466409401,0.0162950572356628,0.0774485623029924
"CH05",0.107342922681659,0.0177074248968815,0.0142776270727492
"CH06",0.155258340606581,0.0100674385535106,0.0359179067308941
"CH07",0.0809458044350138,0.0182485740797137,0.0264079328867525
"CY00",0.365550863141548,0.642099899539803,0.00865252220536961
"CZ01",0.240155138395905,0.0145196655576958,0.0930518945659848
"CZ02",0.84703519144336,0.0321922253251329,0.0231768189988578
"CZ03",0.507270998792833,0.034220253760625,0.00714027256855763
"CZ04",0.433176481290604,0.0509697537991839,0.0178859561406225
"CZ05",0.559024849050958,0.0483864396938805,0.0145896605251775
"CZ06",0.700875399167626,0.0755689263968383,0.011958451423505
"CZ07",0.410530953445315,0.0747134348424071,0.0150971267995333
"CZ08",0.201236544318184,0.073270398069593,0.0300655559443792
"DE11",0.513773063723061,0.119795150134893,0.0313210606875755
"DE12",0.258530103405581,0.0752209246163663,0.0350206808363424
"DE13",0.279272394432633,0.034211520979019,0.0240307777024485
"DE14",0.354266062404517,0.073901523124464,0.0183489338910626
"DE21",0.225862450643646,0.0189422270088763,0.0206138338129507
"DE22",0.318771225626986,0.0112048720943922,0.00933207593217273
"DE23",0.255544974155306,0.0509041608642959,0.0117232278451527
"DE24",0.539535187382749,0.120023130519346,0.013836876617871
"DE25",0.668652914833138,0.12052519670833,0.02052836582778
"DE26",0.483077957465003,0.129547919569333,0.01374214652255
"DE27",0.19600850639431,0.0427766597511825,0.0159413122072093
"DE30",0.0123720426807742,0.176577628721015,0.127255870196311
"DE40",0.466877829391745,0.126518395516691,0.018487305441836
"DE50",0.337578748913612,0.0583578733701051,0.0896997908046951
"DE60",0.162737242266567,0.0461920875609977,0.0853811836255543
"DE71",0.130884212869984,0.0767031071620386,0.0487368687722153
"DE72",0.239285539944822,0.0363643319153089,0.0241844499310975
"DE73",0.680723370082743,0.0741236758003895,0.012118160681083
"DE80",0.972514860904813,0.0515194662772399,0.0053165278736274
"DE91",0.946165361891658,0.0779178095974063,0.0164202384728928
"DE92",1,0.0754916846761,0.020827567387143
"DE93",0.700213398373424,0.0492179371877183,0.016681007283376
"DE94",0.998175746913625,0.0641751020501267,0.013011269527097
"DEA1",0.186793849549045,0.0777916441222812,0.109695772831109
"DEA2",0.166225628933151,0.0805537496748831,0.0733588493435302
"DEA3",0.859445027956778,0.0336341924021096,0.0533227685006118
"DEA4",1,0.0579058724684568,0.0254810878659241
"DEA5",0.147768264818726,0.0222464440467677,0.0446530615526635
"DEB1",0.33494936143551,0.0257654588043984,0.0193090481861387
"DEB2",0.320065262258771,0.0822834751652801,0.0123123893961929
"DEB3",0.15902554337429,0.0208227111019095,0.0319017416926924
"DEC0",0.221488720815963,0.0841492772541341,0.0403103860761663
"DED2",0.357346348129629,0.0791327609691691,0.0179221281835485
"DED4",0.387752667690782,0.0694160410134669,0.0224022647857254
"DED5",0.607276837707858,0.0752423194495517,0.0221150536226698
"DEE0",0.592348907205118,0.0783724580357587,0.0112385539914005
"DEF0",0.771195765375575,0.0400077504949656,0.0203100792251677
