t_a
0.002331461
0.0022679740000000003
0.002838452
0.0018114020000000002
0.004773983
0.004022733
0.00142687
0.001348031
0.0019013309999999998
0.00128534
0.0014619560000000001
0.002775252
0.005197711
0.00252955
0.003047124
0.002173047
0.003755678
0.003031562
0.002930008999999999
0.001889449
0.0019832409999999997
0.001999421
0.00038340000000000005
0.0014539029999999999
0.002571741
0.002076548
0.000755569
0.002519162
0.0036924459999999994
0.0019076689999999999
0.002304764
0.0023748889999999994
0.0029191069999999998
0.004499727
0.002515127
0.003563171
0.004690532999999999
0.003603901
0.0030835459999999995
0.002969056
0.0016520089999999999
0.00334532
0.002530719
0.001671323
0.001811995
0.0024220870000000003
0.0013410380000000001
0.002180671
0.0016230099999999998
0.004541394000000001
0.00644389
0.002283435
0.005978555
0.002809
0.0027518030000000006
0.004538081
0.0031163329999999998
0.002159235
0.003007529000000001
0.001617389
0.0024499310000000002
0.002157004
0.001778256
0.0018793649999999998
0.0036430380000000004
0.0017057890000000003
0.002053638
0.003524555
0.002487628
0.002799342
0.001740168
0.0021671309999999997
0.002127852
0.0021921640000000004
0.003080148
0.0033858190000000004
0.002305955
0.0049638
0.002840732
0.001290777
0.00204382
