NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw
FI193,0.0,0.0,0.0,0.0,0,0.05
FI194,-0.011053870421539824,-0.015584383457985494,-0.00816580405786023,-0.003614198969817064,73,0.05
FI195,-18.834418553185905,-18.834418553185905,-18.834418553185905,-18.834418553185905,1,1.0
FI196,-19.40530588350808,-19.40530588350808,-19.40530588350808,-19.40530588350808,1,1.0
FI197,-1.420838270246148,-1.7788199428694866,-1.0368440433649522,-0.30364341037264664,9,1.0
FI1B1,-0.010536973165241478,-0.01270772695255942,-0.012431161351216916,-0.009313313470911255,3,0.05
FI1C1,-32.22275223006363,-32.22275223006363,-32.22275223006363,-32.22275223006363,1,1.0
FI1C2,-27.290152207340945,-27.290152207340945,-27.290152207340945,-27.290152207340945,1,1.0
FI1C3,-28.528688118983034,-28.528688118983034,-28.528688118983034,-28.528688118983034,1,1.0
FI1C4,0.0,0.0,0.0,0.0,0,0.05
FI1C5,-1.675532805819286,-2.5756356818611743,-0.7591346980326507,-0.7443894796435677,9,1.0
FI1D1,-0.004322960036378432,-0.005253992034697803,-0.0015766455374002252,-0.00108778348776594,7,0.05
FI1D2,-0.002664177158902623,-0.002664177158902623,-0.002664177158902623,-0.002664177158902623,1,0.05
FI1D3,0.0,0.0,0.0,0.0,0,0.05
FI1D5,-5.739664058224535,-7.982008488278417,-5.7217818301063295,-3.488378514111549,3,1.0
FI1D7,0.0,0.0,0.0,0.0,0,0.05
FI1D8,-0.008247413120168672,-0.011385468865042398,-0.007426230704237079,-0.0036193628104385163,6,0.05
FI1D9,0.0,0.0,0.0,0.0,0,0.05
FI200,-19.445032989728375,-19.445032989728375,-19.445032989728375,-19.445032989728375,1,1.0
